doi,created
10.1038/nrmicro1323,2005-12-15
10.1038/nbt1105-1359,2005-11-04
10.1038/nrmicro930,2004-06-15
10.1038/3887,2002-07-26
10.1038/nrd1204,2003-10-02
10.1038/nbt0204-153,2004-01-30
10.1038/nrrheum.2009.235,2010-01-04
10.1038/nri2377,2008-07-25
10.1038/35081571,2002-09-20
10.1038/ni0808-827,2008-07-21
10.1038/nrd2742,2009-01-30
10.1038/nbt0207-179,2007-02-07
10.1038/nrd2422,2007-11-30
10.1038/nrmicro1898,2008-04-08
10.1038/nrg1245,2004-01-05
10.1038/nrmicro817,2004-10-19
10.1038/nrmicro1006,2004-10-19
10.1038/nrm1005,2003-01-02
10.1038/nri2436,2008-11-07
10.1038/nrg2335,2008-03-18
10.1038/nbt1207-1383,2007-12-07
10.1038/nmeth0905-635a,2005-08-23
10.1038/nbt1207-1395,2007-12-07
10.1038/ng0607-692,2007-05-29
10.1038/nrd2175,2006-12-01
10.1038/6722,2002-07-26
10.1038/nrmicro846,2004-02-20
10.1038/nchembio0107-13,2006-12-15
10.1038/nrmicro1707,2007-07-16
10.1038/nrd2310,2007-06-01
10.1007/s15010-006-5604-8,2006-08-08
10.1007/s15010-003-7303-z,2019-12-15
10.1007/bf01645065,2005-05-07
10.1007/bf01639145,2005-05-07
10.1007/bf01639150,2005-05-07
10.1385/ncc:3:3:195,2005-12-23
10.7205/milmed-d-17-00090,2017-10-31
10.1007/978-3-540-79086-0_8,2008-12-01
10.1007/978-3-540-79086-0_9,2008-12-01
10.1007/978-1-59745-430-8_1,2008-03-31
10.1007/978-1-59745-188-8_22,2008-03-14
10.1007/978-0-387-69163-3_2,2008-07-16
10.1385/1-59745-037-5:411,2006-09-07
10.1007/978-3-540-70962-6_13,2007-07-22
10.1007/3-540-26397-7_10,2006-02-17
10.1007/978-1-59745-102-4_36,2008-03-15
10.1007/978-3-540-70962-6_3,2007-07-22
10.1007/3-540-27262-3_7,2006-02-04
10.1007/978-3-540-79086-0_1,2008-12-01
10.1007/3-540-26765-4_6,2005-10-24
10.1007/3-540-26765-4_1,2005-10-24
10.1007/978-1-59745-559-6_19,2009-04-18
10.1385/1-59259-857-9:197,2004-12-01
10.1007/978-1-59745-393-6_3,2007-09-22
10.1007/978-3-540-70523-9_7,2008-10-30
10.1007/978-3-211-33328-0_10,2006-12-24
10.1007/978-3-540-73259-4_4,2007-12-10
10.1007/978-1-59745-210-6_2,2008-02-19
10.1007/3-540-27262-3_13,2006-02-04
10.1007/978-3-540-79086-0_4,2008-12-01
10.1385/1-59259-177-9:059,2003-11-15
10.1007/978-1-59745-393-6_9,2007-09-22
10.1007/3-540-26397-7_3,2006-02-17
10.1007/978-1-59745-191-8_14,2008-03-25
10.1007/978-1-59745-304-2_20,2007-12-03
10.1385/0-89603-397-x:399,2003-11-14
10.1007/978-1-59259-948-6_17,2007-08-31
10.1007/978-1-59745-559-6_18,2009-04-18
10.1007/978-3-540-70962-6_16,2007-07-22
10.1007/3-540-26765-4_2,2005-10-24
10.1385/1-59745-074-x:163,2006-09-07
10.1007/3-211-29981-5_17,2006-06-06
10.1007/978-3-540-76776-3_16,2008-04-15
10.1007/978-1-59745-191-8_11,2008-03-25
10.1007/978-3-540-70962-6_19,2007-07-22
10.1007/3-211-29981-5_2,2006-06-06
10.1007/3-540-26765-4_4,2005-10-24
10.1007/978-1-59745-528-2_3,2007-10-17
10.1385/0-89603-244-2:205,2003-11-14
10.1385/1-59745-074-x:177,2006-09-07
10.1007/978-3-540-70962-6_2,2007-07-22
10.1007/978-3-540-33397-5_1,2007-05-29
10.1385/1-59259-043-8:91,2003-11-14
10.1007/978-3-540-72146-8_6,2007-11-20
10.1007/978-3-540-70962-6_7,2007-07-22
10.1007/3-540-26765-4_3,2005-10-24
10.1007/978-1-59745-102-4_9,2008-03-15
10.1385/1-59259-393-3:181,2003-11-15
10.1007/3-540-26764-6_2,2005-10-24
10.1007/978-3-540-70868-1_5,2009-04-28
10.1007/3-540-26765-4_5,2005-10-24
10.1007/978-3-540-70962-6_18,2007-07-22
10.1007/978-3-540-70962-6_1,2007-07-22
10.1007/978-3-540-79086-0_6,2008-12-01
10.1007/978-1-59745-277-9_11,2007-09-27
10.1007/3-540-26765-4_8,2005-10-24
10.1007/3-540-32636-7_5,2006-10-04
10.1385/1-59259-923-0:59,2009-09-04
10.1007/978-1-60327-101-1_9,2008-08-29
10.1007/3-540-30773-7_9,2006-11-27
10.1007/978-3-540-70962-6_11,2007-07-22
10.1385/1-59745-005-7:67,2006-06-30
10.1007/978-1-59745-393-6_4,2007-09-22
10.1007/978-1-59745-210-6_3,2008-02-19
10.1007/978-0-387-33012-9_57,2007-04-30
10.1007/978-0-387-33012-9_7,2007-04-30
10.1007/978-0-387-33012-9_23,2007-04-30
10.1007/978-0-387-33012-9_108,2007-04-30
10.1007/978-0-387-33012-9_35,2007-04-30
10.1007/978-0-387-33012-9_92,2007-04-30
10.1007/978-0-387-33012-9_50,2007-04-30
10.1007/978-0-387-33012-9_66,2007-04-30
10.1007/978-0-387-33012-9_74,2007-04-30
10.1007/978-0-387-33012-9_70,2007-04-30
10.1007/978-0-387-33012-9_83,2007-04-30
10.1007/978-0-387-33012-9_102,2007-04-30
10.1007/978-0-387-33012-9_42,2007-04-30
10.1007/978-0-387-77570-8_11,2008-09-12
10.1007/978-0-387-33012-9_53,2007-04-30
10.1007/978-0-387-73657-0_69,2009-06-22
10.1007/978-0-387-33012-9_111,2007-04-30
10.1007/978-0-387-09789-3_20,2008-12-16
10.1007/978-0-387-33012-9_24,2007-04-30
10.1007/3-540-30822-9_16,2006-08-28
10.1007/978-0-387-33012-9_10,2007-04-30
10.1007/978-0-387-33012-9_31,2007-04-30
10.1007/978-0-387-33012-9_90,2007-04-30
10.1007/978-0-387-33012-9_54,2007-04-30
10.1007/978-0-387-33012-9_4,2007-04-30
10.1007/978-0-387-33012-9_84,2007-04-30
10.1007/978-0-387-33012-9_6,2007-04-30
10.1007/978-0-387-33012-9_8,2007-04-30
10.1007/978-0-387-33012-9_12,2007-04-30
10.1007/978-0-387-33012-9_71,2007-04-30
10.1007/978-0-387-33012-9_89,2007-04-30
10.1007/978-0-387-33012-9_76,2007-04-30
10.1007/978-0-387-33012-9_56,2007-04-30
10.1007/978-0-387-33012-9_46,2007-04-30
10.1007/978-0-387-33012-9_3,2007-04-30
10.1007/0-387-25342-4_1,2007-04-26
10.1007/978-0-387-33012-9_20,2007-04-30
10.1007/978-0-387-33012-9_91,2007-04-30
10.1007/978-0-387-33012-9_100,2007-04-30
10.1007/978-0-387-33012-9_49,2007-04-30
10.1007/978-0-387-33012-9_34,2007-04-30
10.1007/978-0-387-33012-9_106,2007-04-30
10.1007/978-0-387-33012-9_29,2007-04-30
10.1007/978-0-387-33012-9_40,2007-04-30
10.1007/978-0-387-33012-9_93,2007-04-30
10.1007/978-0-387-33012-9_63,2007-04-30
10.1007/978-0-387-33012-9_80,2007-04-30
10.1007/978-0-387-33012-9_109,2007-04-30
10.1007/978-0-387-33012-9_47,2007-04-30
10.1007/978-0-387-33012-9_64,2007-04-30
10.1007/978-0-387-33012-9_43,2007-04-30
10.1007/978-0-387-33012-9_16,2007-04-30
10.1007/978-0-387-33012-9_21,2007-04-30
10.1007/978-0-387-33012-9_72,2007-04-30
10.1007/978-0-387-33012-9_44,2007-04-30
10.1007/978-0-387-33012-9_26,2007-04-30
10.1007/978-0-387-33012-9_85,2007-04-30
10.1007/978-0-387-33012-9_45,2007-04-30
10.1007/978-0-387-33012-9_13,2007-04-30
10.1007/978-0-387-33012-9_62,2007-04-30
10.1007/978-0-387-33012-9_18,2007-04-30
10.1007/978-0-387-33012-9_33,2007-04-30
10.1007/978-0-387-33012-9_69,2007-04-30
10.1007/978-0-387-33012-9_39,2007-04-30
10.1007/978-0-387-33012-9_59,2007-04-30
10.1007/978-0-387-33012-9_48,2007-04-30
10.1007/978-0-387-33012-9_87,2007-04-30
10.1007/978-0-387-33012-9_107,2007-04-30
10.1007/978-0-387-33012-9_68,2007-04-30
10.1007/978-0-387-33012-9_99,2007-04-30
10.1007/978-0-387-33012-9_103,2007-04-30
10.1007/978-0-387-33012-9_60,2007-04-30
10.1007/978-0-387-33012-9_52,2007-04-30
10.1007/978-0-387-33012-9_19,2007-04-30
10.1007/978-0-387-33012-9_1,2007-04-30
10.1007/978-0-387-33012-9_17,2007-04-30
10.1007/978-0-387-33012-9_58,2007-04-30
10.1007/978-0-387-33012-9_65,2007-04-30
10.1007/978-0-387-33012-9_36,2007-04-30
10.1007/978-0-387-33012-9_2,2007-04-30
10.1007/978-0-387-33012-9_88,2007-04-30
10.1007/978-0-387-33012-9_38,2007-04-30
10.1007/978-0-387-33012-9_75,2007-04-30
10.1007/978-0-387-33012-9_98,2007-04-30
10.1007/978-0-387-33012-9_37,2007-04-30
10.1007/978-0-387-33012-9_5,2007-04-30
10.1007/978-0-387-33012-9_104,2007-04-30
10.1007/978-0-387-33012-9_55,2007-04-30
10.1007/978-0-387-33012-9_86,2007-04-30
10.1007/978-3-7643-8117-2_6,2007-12-26
10.1007/978-0-387-33012-9_61,2007-04-30
10.1007/978-0-387-33012-9_101,2007-04-30
10.1007/978-0-387-33012-9_95,2007-04-30
10.1007/978-0-387-33012-9_82,2007-04-30
10.1007/978-0-387-33012-9_96,2007-04-30
10.1007/978-0-387-33012-9_97,2007-04-30
10.1007/978-0-387-33012-9_14,2007-04-30
10.1007/978-0-387-33012-9_15,2007-04-30
10.1007/978-0-387-33012-9_9,2007-04-30
10.1007/978-0-387-33012-9_27,2007-04-30
10.1007/s00103-003-0731-1,2004-03-18
10.1007/s001030050020,2002-10-06
10.1203/00006450-199904020-01037,2007-04-13
10.1203/00006450-199904020-01049,2007-04-13
10.1203/00006450-199904020-01058,2007-04-13
10.1203/00006450-198104001-01112,2007-04-13
10.1203/00006450-198404001-01124,2007-04-19
10.1007/bf01296982,2005-03-25
10.1023/a:1024069014911,2003-09-12
10.1007/bf02442567,2006-07-28
10.1007/s10989-004-2387-6,2004-11-24
10.1007/bf02562556,2007-03-23
10.1007/bf01403394,2005-04-03
10.1007/bf00177079,2004-08-23
10.1007/s00580-003-0489-8,2004-03-20
10.1007/bf03184203,2010-03-17
10.1007/bf01665758,2005-05-08
10.1007/bf02838025,2008-02-19
10.1007/s11434-007-0303-0,2007-08-02
10.1360/03wc464,2004-01-05
10.1007/bf02901756,2008-05-04
10.1007/bf01404267,2005-04-03
10.1007/bf02844956,2008-03-05
10.1007/s11703-007-0060-5,2007-08-18
10.1007/bf01404139,2005-04-03
10.1007/bf02838611,2008-02-20
10.1007/bf03184165,2010-03-17
10.1007/bf02268947,2005-12-08
10.1079/ivp2002292,2008-11-05
10.1360/03wb0198,2004-09-29
10.1007/bf03183930,2010-03-17
10.1360/03wc0347,2004-04-17
10.1007/bf03183408,2010-03-15
10.1007/bf02278497,2005-12-09
10.1007/bf02838027,2008-02-19
10.1134/s1021443707060088,2007-11-09
10.1007/s11434-007-0374-y,2007-08-27
10.1007/bf03183407,2010-03-15
10.1007/s11426-008-0006-7,2008-01-17
10.1007/s11008-005-0069-x,2005-08-29
10.1007/bf02838024,2008-02-19
10.1134/s1022795407080170,2007-09-02
10.1007/bf03184163,2010-03-17
10.1007/bf03183929,2010-03-17
10.1007/bf03183928,2010-03-17
10.1007/bf03183693,2010-03-15
10.1007/bf03185764,2010-03-30
10.1007/bf02838621,2008-02-20
10.1007/bf02836381,2008-02-21
10.1007/bf02836380,2008-02-21
10.1007/s11434-006-1571-9,2006-07-12
10.1023/b:scie.0000037363.49623.28,2004-08-11
10.1007/bf03184164,2010-03-17
10.1007/s11434-007-0436-1,2007-10-06
10.1007/s11240-004-0653-0,2004-11-18
10.1007/bf02838608,2008-02-20
10.1007/bf02838610,2008-02-20
10.1007/s11434-006-2118-9,2006-09-13
10.1007/bf00356908,2004-10-31
10.1007/bf02931087,2008-08-09
10.1007/bf03078168,2010-03-01
10.1007/bf02931904,2008-08-09
10.1385/nbt:1:4:327,2006-06-06
10.1097/00125817-200606000-00012,2006-06-15
10.1038/427006a,2003-12-30
10.1038/423214a,2003-05-14
10.1038/424362a,2003-07-23
10.1038/429494a,2004-06-02
10.1038/427770a,2004-02-25
10.1038/428790a,2004-04-21
10.1038/nm0603-632,2003-05-30
10.1038/nm0210-159,2010-02-04
10.1038/nm0104-8,2003-12-31
10.1038/nm0104-9,2003-12-31
10.1038/nm0204-113,2004-02-03
10.1038/nm1003-1232,2003-09-30
10.1038/nm0903-1108,2003-08-29
10.1038/nrd2151,2006-09-05
10.1038/nrmicro738,2004-01-16
10.1038/nrmicro2045,2008-11-14
10.1038/nri1272,2003-12-01
10.1038/nri1835-c2,2006-03-24
10.1038/nrg1098,2003-05-30
10.1038/ncpendmet0007,2005-11-11
10.1038/nrmicro892,2004-04-21
10.1038/nrmicro1869,2008-02-15
10.1038/nrmicro1459,2006-06-16
10.1038/nri2197,2007-10-05
10.1038/nri1428,2004-07-30
10.1038/nrmicro839,2004-10-19
10.1038/nrg1251,2003-11-20
10.1038/ni0406-361,2006-03-20
10.1038/nrd1864,2005-10-13
10.1038/nmeth0208-115,2008-01-30
10.1007/bf03175336,2009-11-24
10.1038/nrd2485,2007-11-30
10.1038/nri1835-c1,2006-03-24
10.1038/nrmicro1258,2005-09-01
10.1038/nrmicro1634,2007-02-16
10.1038/nbt0105-25,2005-01-06
10.1038/nrmicro1331,2005-12-15
10.1038/nrmicro1801,2007-11-16
10.1038/nrm1780,2005-11-01
10.1038/nrmicro985,2004-10-19
10.1038/nrmicro1926,2008-05-16
10.1038/nrd1144,2003-06-19
10.1038/nrd1302,2004-01-05
10.1038/ng0607-694,2007-05-29
10.1038/nrd1559,2004-11-02
10.1038/ncpneph0168,2006-05-16
10.1038/nrg1311,2004-02-17
10.1007/bf03088784,2010-12-03
10.1007/bf03088785,2010-12-03
10.1007/bf03088791,2010-12-03
10.1007/bf03059742,2010-01-18
10.1007/bf03058643,2009-12-16
10.1007/s11631-007-0252-y,2007-10-04
10.1007/s10010-004-0130-2,2004-07-27
10.1007/s11515-007-0006-6,2007-02-27
10.1007/978-3-642-40453-5_10,2013-08-16
10.1007/11539087_132,2010-07-20
10.1007/978-1-59745-328-8_14,2007-10-03
10.1007/978-3-642-02525-9_15,2010-04-22
10.1007/978-3-7643-7563-8_3,2007-01-18
10.1007/978-1-4020-8399-0_13,2008-06-05
10.1007/978-3-642-01144-3_42,2010-03-04
10.1007/978-1-4020-6372-5_12,2007-10-15
10.1007/11885191_14,2006-10-09
10.1007/978-1-4020-6106-6_19,2007-06-29
10.1007/978-3-211-76310-0_13,2009-03-03
10.1007/978-3-540-33395-1_8,2008-01-23
10.1007/978-1-59745-277-9_14,2007-09-27
10.1007/978-3-540-35989-0_8,2009-02-07
10.1007/978-90-313-7944-6_1,2015-07-25
10.1007/0-387-25518-4_7,2008-01-02
10.1007/978-3-540-74386-6_18,2009-03-24
10.1007/978-0-387-33227-7_41,2007-11-24
10.1007/978-3-540-69414-4_16,2008-04-04
10.1007/978-0-387-75722-3_6,2008-03-12
10.1007/978-1-4020-6106-6_15,2007-06-29
10.1007/0-387-25822-1_2,2006-10-11
10.1007/978-3-662-47312-2_5,2015-12-18
10.1007/978-1-59745-285-4_28,2008-03-06
10.1007/978-4-431-53889-9_34,2010-12-02
10.1007/978-4-431-77134-0_9,2008-12-10
10.1007/978-0-387-95919-1_59,2011-10-11
10.1007/3-540-29730-8_6,2005-12-27
10.1007/0-387-25518-4_41,2008-01-02
10.1007/978-0-387-49518-7_91,2007-10-28
10.1007/978-0-387-26575-9_167,2010-09-09
10.1007/978-0-387-26575-9_135,2010-09-09
10.1007/978-3-540-72031-7_37,2007-08-05
10.1007/978-3-540-72588-6_166,2007-07-16
10.1007/11567752_2,2005-11-03
10.1007/978-0-387-75722-3_1,2008-03-12
10.1007/978-0-387-09412-0_25,2008-12-04
10.1007/978-0-387-75113-9_26,2008-09-02
10.1007/0-387-28146-0_14,2007-08-01
10.1007/1-4020-5377-0_11,2007-05-13
10.1007/978-0-387-71376-2_6,2007-11-19
10.1007/978-1-4419-1266-4_2,2010-03-18
10.1007/0-387-25518-4_49,2008-01-02
10.1007/978-3-662-43661-5_2,2015-01-24
10.1007/978-0-387-79840-0_18,2009-02-11
10.1007/978-1-59745-285-4_25,2008-03-06
10.1007/978-1-4020-3227-1_7,2007-04-16
10.1007/0-387-25518-4_47,2008-01-02
10.1385/0-89603-479-8:213,2003-11-14
10.1007/1-4020-3623-x_14,2005-12-26
10.1007/978-0-387-75722-3_7,2008-03-12
10.1007/978-90-481-2313-1_3,2009-06-05
10.1007/0-387-32892-0_28,2007-01-16
10.1007/978-3-540-69847-0_6,2008-04-07
10.1007/0-387-23380-6_4,2006-01-09
10.1007/978-3-540-74427-6_28,2007-12-07
10.1007/978-1-4020-5486-0_14,2007-05-15
10.1007/0-387-25518-4_39,2008-01-02
10.1007/978-3-540-45456-4_38,2007-07-27
10.1007/978-3-642-02230-2_18,2009-07-13
10.1007/0-387-29251-9_3,2007-01-16
10.1007/978-1-59745-199-4_3,2007-11-03
10.1007/978-94-6091-791-2_11,2012-07-30
10.1007/978-90-481-2458-9_4,2009-12-11
10.1007/978-4-431-78847-8_23,2009-01-14
10.1007/978-0-387-72232-0_15,2007-10-16
10.1007/978-0-387-79058-9_29,2009-06-30
10.1007/978-3-540-78709-9_8,2008-07-16
10.1007/978-0-387-79840-0_12,2009-02-11
10.1385/1-59259-913-3:235,2010-09-14
10.1007/978-3-642-28554-7_19,2013-07-17
10.1007/978-1-59745-501-5_8,2007-11-10
10.1007/0-387-25518-4_38,2008-01-02
10.1007/11557067_31,2005-10-20
10.1007/978-90-313-7944-6_3,2015-07-25
10.1007/978-1-4020-8761-5_7,2009-04-01
10.1007/978-1-4020-6106-6_5,2007-06-29
10.1007/0-387-24103-5_3,2008-02-14
10.1007/0-387-25741-1_7,2007-04-26
10.1007/978-1-60327-297-1_12,2009-07-02
10.1007/978-3-319-19048-8_18,2015-04-29
10.1007/978-0-387-75113-9_23,2008-09-02
10.1007/978-0-387-09552-3_5,2008-08-31
10.1385/1-59259-893-5:167,2007-12-02
10.1007/978-90-313-8364-1_6,2012-07-30
10.1007/0-387-25518-4_40,2008-01-02
10.1007/978-0-387-46957-7_22,2007-08-09
10.1007/978-1-4020-6372-5_6,2007-10-15
10.1007/978-0-387-31047-3_15,2007-02-02
10.1007/978-3-540-72680-7_29,2012-02-20
10.1007/0-387-25518-4_43,2008-01-02
10.1007/11732990_13,2006-03-28
10.1007/978-1-59745-285-4_69,2008-03-06
10.1007/978-3-211-76310-0_2,2009-03-03
10.1007/978-0-387-75722-3_4,2008-03-12
10.1007/978-0-387-68792-6_11,2009-06-17
10.1007/978-1-60327-034-2_2,2008-08-20
10.1007/3-7643-7408-x_21,2006-03-31
10.1007/978-4-431-99720-7_3,2010-02-16
10.1007/978-90-481-2313-1_7,2009-06-05
10.1007/978-3-540-76341-3_52,2009-08-10
10.1007/1-4020-3893-3_9,2006-02-15
10.1007/978-1-59745-569-5_34,2008-08-21
10.1007/978-0-387-70841-6_11,2007-08-18
10.1007/978-90-481-2313-1_6,2009-06-05
10.1385/0-89603-211-6:223,2009-09-04
10.1007/978-3-211-76310-0_30,2009-03-03
10.1007/978-0-387-78665-0_82,2009-09-17
10.1007/978-90-313-7944-6_2,2015-07-25
10.1007/1-4020-5492-0_21,2007-05-09
10.1007/978-90-313-8364-1_15,2012-07-30
10.1007/978-0-387-72232-0_6,2007-10-16
10.1007/0-387-25518-4_35,2008-01-02
10.1007/978-0-387-30398-7_15,2007-10-12
10.1007/978-1-4020-4769-5_7,2007-09-21
10.1007/0-387-25741-1_10,2007-04-26
10.1007/978-3-540-71318-0_16,2007-10-04
10.1007/978-0-387-70812-6_2,2007-10-22
10.1007/978-1-4419-1266-4_9,2010-03-18
10.1007/978-3-540-33395-1_22,2008-01-23
10.1007/978-90-313-8808-0_1342,2011-03-25
10.1007/978-1-59259-785-7_29,2007-11-02
10.1007/0-387-26325-x_3,2005-10-24
10.1007/978-0-387-73038-7_7,2007-11-15
10.1007/978-90-313-9004-5_24,2012-01-19
10.1007/978-90-368-0610-7_10,2015-02-06
10.1007/978-90-481-2313-1_5,2009-06-05
10.1007/0-387-25518-4_44,2008-01-02
10.1007/978-0-387-75113-9_12,2008-09-02
10.1007/0-387-35209-0_13,2007-01-16
10.1007/978-0-387-84843-3_38,2008-09-13
10.1007/0-387-24534-0_16,2006-04-05
10.1007/0-387-28146-0_4,2007-08-01
10.1007/978-3-540-74331-6_2,2008-04-25
10.1007/11816102_56,2006-08-31
10.1007/0-387-25518-4_29,2008-01-02
10.1007/1-4020-4407-0_1,2007-05-23
10.1007/978-0-387-49518-7_28,2007-10-28
10.1007/978-3-642-12156-2_29,2010-03-31
10.1007/0-387-23380-6_3,2006-01-09
10.1007/978-90-313-7944-6_18,2015-07-25
10.1007/978-0-387-70721-1_4,2009-07-08
10.1007/978-0-387-79840-0_21,2009-02-11
10.1007/978-3-540-72608-1_13,2007-06-10
10.1007/3-540-30328-6_2,2006-10-09
10.1007/978-1-4020-5933-9_35,2007-09-26
10.1007/0-387-28146-0_6,2007-08-01
10.1007/978-0-387-75722-3_12,2008-03-12
10.1007/978-3-540-78911-6_10,2008-04-12
10.1007/978-3-540-72665-4_8,2007-06-22
10.1007/978-1-4020-6372-5_1,2007-10-15
10.1007/0-387-24103-5_12,2008-02-14
10.1007/0-387-25518-4_46,2008-01-02
10.1007/978-1-4020-8412-6_14,2008-07-09
10.1007/978-1-84628-939-2_9,2009-06-01
10.1007/978-3-540-85786-0_14,2009-02-07
10.1007/978-1-4020-8617-5_12,2008-07-19
10.1007/0-387-32892-0_25,2007-01-16
10.1007/11553939_111,2010-09-29
10.1007/978-0-387-68792-6_7,2009-06-17
10.1007/978-0-387-25842-3_2,2007-05-25
10.1007/0-387-25518-4_37,2008-01-02
10.1007/978-90-313-9801-0_10,2015-04-27
10.1007/978-90-313-8086-2_6,2015-08-03
10.1007/978-4-431-99798-6_5,2010-03-11
10.1007/978-1-4020-3227-1_8,2007-04-16
10.1007/0-387-25518-4_42,2008-01-02
10.1007/978-4-431-36025-4_27,2007-01-26
10.1007/978-3-642-22039-5_12,2011-06-29
10.1007/978-90-368-1230-6_11,2018-07-24
10.1007/978-0-387-49518-7_90,2007-10-28
10.1007/978-90-481-2348-3_1,2009-06-18
10.1007/0-387-25518-4_45,2008-01-02
10.1007/978-3-540-70995-4_2,2007-10-09
10.1007/0-387-25518-4_48,2008-01-02
10.1007/978-1-4020-8617-5_13,2008-07-19
10.1007/978-1-60327-297-1_25,2009-07-02
10.1007/978-3-540-72608-1_3,2007-06-10
10.1007/0-387-25518-4_24,2008-01-02
10.1007/978-0-387-68858-9_36,2007-10-16
10.1007/11428848_123,2010-07-14
10.1007/978-3-642-12156-2_30,2010-03-31
10.1007/978-1-4020-3227-1_6,2007-04-16
10.1007/978-1-4020-6372-5_2,2007-10-15
10.1007/978-0-387-68792-6_25,2009-06-17
10.1007/978-1-59745-464-3_7,2008-08-20
10.1007/978-3-642-03211-0_21,2009-10-04
10.1007/978-1-59745-110-9_13,2008-10-20
10.1007/978-1-84996-133-2_7,2010-05-31
10.1007/3-7643-7339-3_3,2005-07-20
10.1007/978-0-387-75722-3_5,2008-03-12
10.1007/978-3-642-12079-4_26,2010-04-07
10.1007/3-7643-7339-3_2,2005-07-20
10.1007/11816102_65,2006-08-31
10.1007/978-1-84800-352-1_13,2009-04-01
10.1007/978-0-387-72719-6_8,2009-01-05
10.1007/3-7643-7442-x_7,2006-09-04
10.5822/978-1-61091-466-6_7,2014-02-20
10.1007/978-0-387-72719-6_9,2009-01-05
10.1007/978-3-540-72608-1_8,2007-06-10
10.1007/978-3-642-27537-1_89,2012-01-31
10.1007/0-387-29251-9_6,2007-01-16
10.1007/3-7643-7339-3_5,2005-07-20
10.1007/88-470-0361-x_30,2006-09-15
10.1007/978-3-7643-7563-8_10,2007-01-18
10.1007/978-1-84628-206-5_6,2007-04-26
10.1007/978-3-7643-8099-1_10,2007-08-07
10.1007/3-7643-7339-3_7,2005-07-20
10.1007/978-3-642-04519-6_10,2009-11-10
10.1007/978-0-387-72719-6_14,2009-01-05
10.1007/978-3-642-41618-7_4,2014-12-04
10.1007/978-3-642-36260-6_24,2013-04-11
10.1007/3-7643-7339-3_8,2005-07-20
10.1007/978-3-7643-8099-1_12,2007-08-07
10.1007/978-3-540-49433-1_91,2007-12-07
10.1007/978-1-60327-375-6_34,2008-11-03
10.1007/978-3-642-02202-9_75,2012-01-07
10.1007/978-1-60327-246-9_16,2008-10-07
10.1007/978-3-642-36260-6_3,2013-04-11
10.1007/3-7643-7339-3_10,2005-07-20
10.1007/3-7643-7339-3_4,2005-07-20
10.1385/1-59259-764-5:351,2010-09-14
10.1007/978-3-7643-7557-7_15,2007-02-10
10.1007/978-3-642-02202-9_268,2012-01-07
10.1007/978-3-642-36260-6_25,2013-04-11
10.1007/978-3-7643-8371-8_8,2008-10-02
10.1007/978-3-642-27537-1_37,2012-01-31
10.1007/978-3-7643-8099-1_13,2007-08-07
10.1007/3-7643-7339-3_1,2005-07-20
10.1007/3-7643-7339-3_9,2005-07-20
10.1007/3-540-32367-8_15,2006-09-14
10.1007/1-4020-3893-3_09,2006-01-03
10.1007/978-3-540-49433-1_90,2007-12-07
10.1007/978-3-540-49433-1_28,2007-12-07
10.1007/978-1-84628-715-2_44,2007-12-06
10.1007/978-0-387-72719-6_6,2009-01-05
10.1007/978-3-642-27537-1_8,2012-01-31
10.1007/978-3-662-48678-8_1,2016-08-23
10.5822/978-1-61091-510-6_8,2016-02-17
10.1007/978-3-642-02202-9_66,2012-01-07
10.1007/978-3-7643-7783-0_3,2007-08-07
10.1007/978-3-642-27537-1_7,2012-01-31
10.1007/3-7643-7339-3_11,2005-07-20
10.1007/978-3-642-41814-3_80,2014-04-08
10.1007/3-7643-7381-4_5,2005-12-29
10.1007/978-3-642-36260-6_2,2013-04-11
10.1007/978-3-662-48678-8_127,2016-08-23
10.1007/978-3-7643-7557-7_11,2007-02-10
10.1007/3-7643-7339-3_6,2005-07-20
10.1007/978-3-540-46362-7_59,2009-03-23
10.1007/978-0-387-76759-8_7,2008-12-03
10.1007/978-0-387-33012-9_105,2007-04-30
10.5822/978-1-61091-611-0_8,2015-11-16
10.1007/978-3-540-70922-0_4,2009-01-05
10.1007/3-540-34525-6_3,2006-07-04
10.1007/978-3-540-34281-6_24,2006-12-09
10.1007/bf03074466,2010-01-11
10.1007/978-3-642-02202-9_236,2012-01-07
10.1007/3-540-34525-6_9,2006-07-04
10.1007/3-540-37211-3_50,2006-08-26
10.1007/978-0-387-32830-0_5,2006-12-12
10.1038/scibx.2014.1079,2014-09-18
10.1038/scibx.2011.740,2011-06-30
10.1038/scibx.2013.1171,2013-10-24
10.1038/scibx.2012.1237,2012-12-06
10.1038/scibx.2013.806,2013-08-08
10.1038/scibx.2014.629,2014-05-29
10.1038/scibx.2014.741,2014-06-26
10.1038/scibx.2013.314,2013-04-04
10.1097/cm9.0000000000000760,2020-02-25
10.15171/ijoem.2020.1921,2020-02-05
10.1097/cm9.0000000000000787,2020-03-02
10.1097/cm9.0000000000000757,2020-02-17
10.3346/jkms.2020.35.e89,2020-02-20
10.1097/cm9.0000000000000782,2020-03-02
10.1097/md.0000000000018782,2020-01-16
10.3390/healthcare8010051,2020-02-28
10.3399/bjgpopen20x101041,2020-01-29
10.3390/healthcare8010046,2020-02-28
10.1007/s00134-020-05976-w,2020-03-03
10.1097/cm9.0000000000000776,2020-03-02
10.4414/smw.2020.20203,2020-02-07
10.1097/jcma.0000000000000270,2020-02-12
