pmcid,pmid,doi,created
PMC4535930,26132767,10.2807/1560-7917.es2015.20.25.21163,2015-06-25
PMC4467920,NA,NA,2015-06-01
PMC4472059,26175566,10.1093/pch/20.5.e25,2015-06-01
PMC4509298,26221353,NA,2015-05-15
PMC4509289,26221344,NA,2015-05-15
PMC4460947,26045460,NA,2015-05-01
PMC5511739,28721308,NA,2015-05-01
PMC4483919,26131289,NA,2015-04-15
PMC4385074,25369598,10.2450/2014.0082-14,2014-10-23
PMC4408899,25926399,NA,2015-04-01
PMC4394627,25879081,NA,2015-04-01
PMC4410106,25960925,10.2471/WPSAR.2015.6.1.002,2015-01-01
PMC4443217,26064383,NA,2015-03-15
PMC4443074,26064240,NA,2015-03-15
PMC4356854,25815296,10.3978/j.issn.2305-5839.2015.01.15,2015-03-01
PMC4419824,NA,NA,2015-03-01
PMC6363470,NA,NA,2015-03-01
PMC4440152,26045843,NA,2015-03-01
PMC4365847,25829872,NA,2015-01-01
PMC4315863,25729107,10.1177/003335491513000210,2015-03-01
PMC4298265,25694663,NA,2015-02-01
PMC4400703,25983761,NA,2015-02-01
PMC4332083,25774307,10.3978/j.issn.2072-1439.2015.01.11,2015-02-01
PMC4283240,25673903,NA,2015-01-01
PMC4283238,25673913,NA,2015-01-01
PMC4266056,25565715,NA,2015-01-01
PMC4774560,26949751,NA,2015-01-01
PMC4311742,25651091,NA,2015-01-01
PMC4752193,26877587,NA,2015-01-01
PMC4257034,25506281,NA,2014-12-12
PMC4231808,25477547,NA,2014-12-01
PMC4597906,26557443,NA,2014-12-01
PMC4204839,25392551,NA,2014-11-01
PMC4204834,25392546,NA,2014-11-01
PMC4253580,25650973,NA,2014-11-01
PMC4391448,25897276,NA,2014-11-01
PMC4415609,25358040,10.2807/1560-7917.es2014.19.42.20936,2014-10-23
PMC4270556,25550774,NA,2014-10-15
PMC4196817,25316747,NA,2014-10-01
PMC4236788,25402180,NA,2014-10-01
PMC4203978,25337400,10.3978/j.issn.2072-1439.2014.08.34,2014-10-01
PMC4255875,25484519,10.1080/08998280.2014.11929167,2014-10-01
PMC4178284,25263284,NA,2014-09-29
PMC4144278,25191139,NA,2014-09-03
PMC4198226,25299220,10.1155/2014/268426,2014-09-01
PMC4137927,25183893,NA,2014-09-01
PMC4789220,27175138,NA,2014-01-01
PMC4268184,25535490,NA,2014-09-01
PMC4399404,25893067,NA,2014-08-31
PMC4627593,25188614,NA,2014-08-28
PMC4161595,25232435,NA,2014-08-15
PMC4161548,25232388,NA,2014-08-15
PMC4203163,25337192,NA,2014-08-15
PMC4375250,26005603,NA,2014-07-01
PMC4371782,25091490,NA,2014-07-01
PMC4676564,26693144,10.4103/2224-3151.206749,2014-07-01
PMC4129075,25120840,NA,2014-06-15
PMC4674219,24957744,10.2807/1560-7917.es2014.19.23.20828,2014-06-12
PMC4128465,24367792,10.1155/2014/941367,2013-12-23
PMC4128560,24827564,NA,2014-05-01
PMC4923513,27358855,10.3978/j.issn.2306-9759.2014.03.06,2014-04-15
PMC3962282,24688168,NA,2014-04-01
PMC3997291,24674588,NA,2014-04-01
PMC4932852,27390762,10.21769/bioprotoc.1083,2014-03-20
PMC4932841,27390761,10.21769/bioprotoc.1084,2014-03-20
PMC3992394,24753749,NA,2014-03-15
PMC3948435,24589314,NA,2014-03-04
PMC4028677,NA,NA,2014-01-01
PMC3966277,24602547,NA,2014-03-01
PMC3948014,24565272,10.3238/arztebl.2014.0010a,2014-01-01
PMC4325357,25729534,NA,2014-01-01
PMC3994817,NA,NA,2014-01-01
PMC3994798,24452553,NA,2014-01-01
PMC3938231,24288697,10.1155/2014/404506,2013-11-28
PMC3894647,24411779,NA,2014-01-01
PMC5553543,25224349,10.18433/j3n590,2014-01-01
PMC3862139,24381410,10.1080/08998280.2014.11929058,2014-01-01
PMC4187321,NA,NA,2014-01-01
PMC4187309,25355977,10.1177/00333549141296s410,2014-01-01
PMC4121882,25100887,10.1177/00333549141295s305,2014-01-01
PMC3886708,24409360,10.3978/j.issn.2072-1439.2013.12.51,2013-12-01
PMC3928693,24434315,NA,2013-11-01
PMC3921066,24533030,10.12816/0006053,2013-11-01
PMC3838609,24351763,NA,2013-11-01
PMC3796752,24210018,NA,2013-10-01
PMC3983719,24358511,10.1016/j.coi.2013.09.014,2013-10-01
PMC4002176,24245626,10.3934/mbe.2013.10.1475,2013-10-01
PMC3887077,24426791,10.1093/pch/18.8.409,2013-10-01
PMC3743577,24155496,NA,2013-09-01
PMC3730010,23997308,10.1177/00333549131280s213,2013-09-01
PMC3848219,24312857,10.5681/apb.2013.054,2013-08-20
PMC3745435,23977407,NA,2013-08-15
PMC3750667,24209967,NA,2013-08-01
PMC3788208,24056599,NA,2013-01-01
PMC3747534,23977435,10.3978/j.issn.2072-1439.2013.06.06,2013-08-01
PMC3747533,23977440,10.3978/j.issn.2072-1439.2013.02.08,2013-08-01
PMC3747531,23977437,10.3978/j.issn.2072-1439.2013.05.27,2013-08-01
PMC3747529,23977438,10.3978/j.issn.2072-1439.2013.06.09,2013-08-01
PMC3747528,23977436,10.3978/j.issn.2072-1439.2013.06.14,2013-08-01
PMC3747527,23977439,10.3978/j.issn.2072-1439.2013.05.17,2013-08-01
PMC3747526,23977441,10.3978/j.issn.2072-1439.2013.04.07,2013-08-01
PMC3747525,NA,10.3978/j.issn.2072-1439.2013.08.05,2013-08-01
PMC3747524,23977430,10.3978/j.issn.2072-1439.2013.08.09,2013-08-01
PMC3747523,23977429,10.3978/j.issn.2072-1439.2013.06.02,2013-08-01
PMC3747522,23977431,10.3978/j.issn.2072-1439.2013.06.19,2013-08-01
PMC3747521,23977432,10.3978/j.issn.2072-1439.2013.06.18,2013-08-01
PMC3854097,24319606,10.5365/WPSAR.2013.4.3-004,2013-07-02
PMC3767269,24056553,NA,2013-01-01
PMC3725932,23849445,NA,2013-07-01
PMC4728927,26835306,10.3978/j.issn.2224-4336.2013.06.01,2013-07-01
PMC4088931,23787162,NA,2013-06-13
PMC3659451,24155446,NA,2013-06-01
PMC3734712,23852288,NA,2013-06-01
PMC3839862,24286022,NA,2013-09-01
PMC3814272,23762891,10.1155/2013/762140,2013-05-01
PMC3624910,NA,NA,2013-05-01
PMC3626469,23245724,10.2450/2012.0148-12,2012-12-13
PMC3605936,24082399,NA,2013-04-01
PMC3625055,23582421,NA,2013-04-01
PMC3624782,23562097,NA,2013-03-01
PMC3603174,23533336,NA,2013-01-01
PMC3714205,23885323,NA,2013-02-27
PMC3579388,NA,NA,2013-02-01
PMC3552587,23904635,NA,2013-02-01
PMC4002048,24790390,10.4172/jpb.10000e22,2013-01-01
PMC3904997,24489556,10.1155/2013/167289,2013-01-01
PMC3525171,23814355,NA,2013-01-01
PMC3524821,23814307,NA,2013-01-01
PMC3762235,24009936,NA,2013-01-01
PMC3901840,23745563,10.2174/0929867311320290004,2013-01-01
PMC5485257,23151130,10.2174/1381612811319180008,2013-01-01
PMC3637405,23151129,10.2174/1381612811319180009,2013-01-01
PMC3657891,23481076,NA,2013-01-01
PMC4330469,25698876,NA,2013-01-01
PMC4501486,23356122,10.7205/milmed-d-12-00173,2013-01-01
PMC3612351,23273200,NA,2012-12-22
PMC3512176,23226621,NA,2012-11-25
PMC3495697,23166903,10.1155/2012/623862,2012-11-01
PMC3730449,23922592,NA,2012-11-01
PMC3508190,23294892,NA,2012-11-01
PMC3508183,23294885,NA,2012-11-01
PMC3508181,23294883,NA,2012-11-01
PMC3508180,23294882,NA,2012-11-01
PMC3722063,23098822,NA,2012-10-18
PMC3466979,23071864,NA,2012-10-01
PMC4262792,23034833,10.14219/jada.archive.2012.0338,2012-10-01
PMC3461064,23050097,10.3978/j.issn.2072-1439.2012.09.08,2012-10-01
PMC3442616,23002380,NA,2012-09-01
PMC3418778,NA,NA,2012-09-01
PMC3447442,23312082,NA,2012-01-01
PMC3415368,23043779,NA,2012-08-01
PMC3426745,22934140,10.3978/j.issn.2072-1439.2012.08.02,2012-08-01
PMC3377458,23277642,NA,2012-07-01
PMC4373447,21740354,10.2174/138920112800958850,2012-07-01
PMC3403670,23730313,10.1155/2012/134961,2012-01-01
PMC3652225,22525233,10.231/JIM.0b013e318250871d,2012-06-01
PMC3440056,22768883,10.1177/193229681200600307,2012-05-01
PMC3314070,22547857,10.1177/003335491212700306,2012-05-01
PMC3746661,23983359,10.4314/ajtcam.v9i3.1,2012-04-02
PMC3318246,22546915,NA,2012-04-01
PMC3313527,22461751,NA,2012-03-29
PMC3383169,22745623,NA,2012-01-01
PMC3258831,22851779,NA,2012-02-01
PMC3256547,22295161,10.3978/j.issn.2072-1439.2011.09.06,2012-02-01
PMC3666872,23730536,NA,2012-01-01
PMC3565417,23576924,NA,2012-01-01
PMC3276970,22330872,NA,2012-01-01
PMC3592505,23493054,NA,2012-01-01
PMC3943010,24716114,10.1016/s2225-4110(16)30070-0,2012-01-01
PMC3329200,22548021,NA,2012-01-01
PMC3597122,23504591,NA,2011-12-01
PMC3260892,22271940,10.2471/BLT.11.031211,2011-12-01
PMC3237503,22170184,NA,2011-12-01
PMC3256530,22263103,10.3978/j.issn.2072-1439.2011.10.01,2011-12-01
PMC3256529,22263101,10.3978/j.issn.2072-1439.2011.08.05,2011-12-01
PMC3293404,22130640,10.1177/1073858411386615,2011-12-01
PMC3648973,23678429,10.5681/bi.2011.029,2011-11-09
PMC3215990,22162605,NA,2011-11-01
PMC3287948,23115569,NA,2011-11-01
PMC3228924,22330780,NA,2011-11-01
PMC3185323,22043103,10.1177/003335491112600613,2011-11-01
PMC3295078,22396889,NA,2011-10-28
PMC3509938,23205319,10.4172/2157-2526.s1-007,2011-10-01
PMC5999939,22008114,10.3779/j.issn.1009-3419.2011.10.10,2011-10-01
PMC3174514,22467972,NA,2011-10-01
PMC3244969,21561419,10.2174/138945011798109455,2011-10-01
PMC3942999,24716104,10.1016/s2225-4110(16)30055-4,2011-10-01
PMC3189674,22330717,NA,2011-09-01
PMC3189666,22330709,NA,2011-09-01
PMC3135029,22294792,NA,2011-08-01
PMC4009923,21453277,10.2174/156652311796150372,2011-08-01
PMC3477716,23133793,NA,2011-07-03
PMC3135443,21753101,NA,2011-07-01
PMC3122966,22210993,NA,2011-07-01
PMC3122965,22210995,NA,2011-07-01
PMC3119246,22210946,NA,2011-07-01
PMC3181506,21966556,10.4161/cib.4.4.16716,2011-07-01
PMC3180084,20505349,10.4161/mabs.2.4.12187,2010-07-01
PMC3216235,22135594,NA,2011-07-01
PMC3983705,24729828,NA,2011-06-01
PMC3102310,21612363,10.1089/bsp.2011.0007,2011-06-01
PMC3469323,23066381,10.2174/157339811795589423,2011-06-01
PMC3253017,21488828,10.2174/187152611795768097,2011-06-01
PMC3195398,21870665,NA,2011-05-01
PMC3103284,21640029,NA,2011-05-01
PMC3214369,22091280,NA,2011-05-01
PMC3058650,21731092,NA,2011-04-01
PMC3209678,22110297,NA,2011-04-01
PMC3109845,21712933,10.4103/0970-2113.80341,2011-04-01
PMC3275147,21406124,NA,2011-03-16
PMC3729054,23908876,10.2471/WPSAR.2011.2.1.006,2011-01-01
PMC3076148,22379481,10.1155/2011/535764,2011-01-01
PMC3044805,21403780,NA,2011-03-01
PMC3022462,21532828,NA,2011-02-01
PMC3060427,21819681,NA,2011-02-01
PMC3275136,21477389,NA,2011-01-13
PMC3024161,21252132,NA,2011-01-01
PMC3003557,21461190,NA,2011-01-01
PMC3071009,21369546,10.1155/2011/865831,2011-01-01
PMC3139681,21897760,NA,2011-01-01
PMC3203293,22039374,NA,2011-01-01
PMC3056276,21173411,10.7326/0003-4819-153-12-201012210-00003,2010-12-01
PMC3002107,21262134,NA,2010-12-01
PMC4680015,21313924,NA,2010-12-01
PMC3002155,21165338,NA,2010-12-01
PMC3153983,21073281,10.3109/13550284.2010.529238,2010-11-12
PMC2957030,21286322,NA,2010-11-01
PMC2994044,21205442,NA,2010-11-01
PMC2942046,21197200,NA,2010-10-01
PMC2958208,21262125,NA,2010-10-01
PMC2951799,21886646,10.1155/2010/420628,2010-01-01
PMC2949433,20858365,NA,2010-09-01
PMC2905008,21037889,NA,2010-08-01
PMC2923862,20733948,NA,2010-07-20
PMC6000384,20673491,10.3779/j.issn.1009-3419.2010.07.13,2010-07-01
PMC3076772,21537396,NA,2010-07-17
PMC2928320,20798828,10.4161/cib.3.4.11968,2010-07-01
PMC2919186,20819392,NA,2010-07-01
PMC2989634,21113240,10.4155/tde.10.8,2010-07-01
PMC2890398,20579438,NA,2010-06-01
PMC2892408,20589164,NA,2010-05-10
PMC2892403,20589163,NA,2010-05-05
PMC2857422,NA,NA,2010-05-01
PMC2881260,20400863,10.4161/mabs.2.3.11779,2010-05-14
PMC2900625,20431344,10.4161/cam.4.2.11909,2010-04-30
PMC2900623,20519929,10.4161/cam.4.2.10746,2010-04-24
PMC3324909,22506090,NA,2010-04-01
PMC3180037,21968700,NA,2010-03-10
PMC2822370,20514250,NA,2010-03-01
PMC3427726,20015017,10.2174/138620710790980522,2010-03-01
PMC2846001,20353688,NA,2010-03-01
PMC2840234,20168075,10.4161/mabs.2.2.11301,2010-03-01
PMC2821845,20297744,10.1177/003335491012500206,2010-03-01
PMC2888842,19875936,10.4161/hv.6.2.9899,2010-02-24
PMC2826081,20158945,NA,2010-02-01
PMC2827919,NA,NA,2010-02-01
PMC3691099,20023409,10.4161/cc.9.2.10433,2010-01-26
PMC3156611,21852942,10.1177/153567601001500305,2010-01-01
PMC2809194,NA,NA,2010-01-01
PMC3009582,22132007,10.1155/2010/293098,2010-01-01
PMC3009575,22132001,10.1155/2010/769408,2010-01-01
PMC2852265,20370625,10.1615/critrevimmunol.v30.i2.20,2010-01-01
PMC4107416,21131725,10.1093/ilar.51.3.245,2010-01-01
PMC2828578,20168090,10.4161/mabs.2.1.10788,2010-01-27
PMC2862328,20568563,10.1177/00333549101250s302,2010-04-01
PMC2846800,20518443,10.1177/00333549101250s204,2010-05-01
PMC2789813,20402193,10.1177/003335491012500105,2010-01-01
PMC2789811,20402191,10.1177/003335491012500103,2010-01-01
PMC2926812,20802784,10.1007/s11426-010-0011-5,2010-01-01
PMC3074803,21509307,NA,2009-12-19
PMC2802053,20057980,NA,2009-12-08
PMC2777301,NA,NA,2009-12-01
PMC2798837,20034426,NA,2009-12-01
PMC2815400,20351852,NA,2009-11-14
PMC2774357,NA,NA,2009-11-01
PMC2789569,19860716,10.2174/187152609789105713,2009-11-01
PMC2786935,19930829,NA,2009-11-01
PMC2786933,19930827,NA,2009-11-01
PMC5052812,19901287,10.1177/104063870902100613,2009-11-01
PMC2806087,NA,10.1093/pch/14.9.625,2009-11-01
PMC2806086,21037840,10.1093/pch/14.9.623,2009-11-01
PMC5655174,NA,NA,2009-10-01
PMC2762285,19826146,NA,2009-10-01
PMC2757709,20046630,NA,2009-10-01
PMC2748294,20046611,NA,2009-10-01
PMC3216131,22135507,NA,2009-10-01
PMC2762764,20025201,10.1371/currents.RRN1037,2009-09-09
PMC2770297,20808463,10.1155/2009/798387,2009-01-01
PMC2726017,NA,NA,2009-09-01
PMC2755022,19807973,NA,2009-09-01
PMC2762335,20020673,10.1371/currents.RRN1005,2009-08-21
PMC2711473,19881926,NA,2009-08-01
PMC2719266,19657478,10.2450/2009.0076-08,2009-07-01
PMC2705076,19794894,NA,2009-07-01
PMC2696714,19794877,NA,2009-07-01
PMC2734036,19721879,10.4161/cib.2.4.8335,2009-07-01
PMC3068824,21475529,NA,2009-07-01
PMC2715934,19653952,NA,2009-07-01
PMC2709099,21240302,10.1080/08998280.2009.11928540,2009-07-01
PMC2706405,20514157,10.1155/2009/946012,2009-01-01
PMC2733284,19619413,NA,2009-06-01
PMC3757092,19739459,NA,2009-05-01
PMC3780353,19497162,10.1177/070674370905400504,2009-05-01
PMC2696828,19476714,NA,2009-05-01
PMC2726586,20065646,10.4161/mabs.1.3.8113,2009-05-05
PMC2731970,20161146,10.1016/j.ins.2008.11.012,2009-04-01
PMC2748818,19418627,10.1016/j.mce.2009.01.019,2009-04-01
PMC2702811,22478749,NA,2009-04-01
PMC2666320,19436584,NA,2009-04-01
PMC2666316,19436580,NA,2009-04-01
PMC2703151,19389303,NA,2009-04-01
PMC3981564,24729827,NA,2009-04-01
PMC2663860,19413140,10.1093/sleep/32.4.447,2009-04-01
PMC3516429,23227032,10.1007/s12250-009-3015-6,2009-04-01
PMC4180291,19434931,10.1086/597073,2009-03-01
PMC2665960,19364791,10.1503/cmaj.090215,2009-04-01
PMC2694137,19501253,10.1016/j.antiviral.2009.02.20,2009-03-11
PMC2907784,19445760,NA,2009-03-10
PMC2690520,20190890,10.1155/2009/879357,2009-01-01
PMC2643452,19436479,NA,2009-03-01
PMC2679668,19383219,NA,2009-03-01
PMC2725414,20061816,10.4161/mabs.1.2.7909,2009-03-19
PMC2646476,19320361,10.1177/003335490912400207,2009-03-01
PMC2646457,19320372,10.1177/003335490912400218,2009-03-01
PMC2930783,19202349,10.4161/cbt.8.4.7522,2009-02-01
PMC2703139,19295053,NA,2009-02-01
PMC2703135,19295055,NA,2009-02-01
PMC2703134,19295058,NA,2009-02-01
PMC2653709,19377355,NA,2009-02-01
PMC4041086,19155475,10.4049/jimmunol.182.3.1296,2009-02-01
PMC2603658,19337618,NA,2009-01-01
PMC2888651,19747137,10.2174/092986709789178046,2009-01-01
PMC3383315,19754393,10.2174/156802609789207091,2009-01-01
PMC2909000,19807666,10.2174/156802609789753653,2009-01-01
PMC2707268,19618802,10.1177/00333549091244s102,2009-07-01
PMC2602939,19413036,10.1177/003335490912400117,2009-01-01
PMC2800955,19149692,10.2174/157489109787236319,2009-01-01
PMC2583410,19252708,NA,2008-12-01
PMC2710753,19149409,NA,2008-12-01
PMC2920894,19051138,NA,2008-12-01
PMC2709975,19017949,10.4049/jimmunol.181.11.7606,2008-12-01
PMC2597572,18981154,10.4049/jimmunol.181.10.7316,2008-11-01
PMC2687133,19049248,NA,2008-11-01
PMC2714649,19885376,10.1016/j.parco.2008.08.002,2008-11-01
PMC2683413,18832706,10.4049/jimmunol.181.8.5490,2008-10-01
PMC2562248,18832736,10.4049/jimmunol.181.8.5768,2008-10-01
PMC2568049,19086377,NA,2008-10-01
PMC2568044,19086372,NA,2008-10-01
PMC2567840,18782035,10.2174/1871526510808030183,2008-09-01
PMC2691535,18947166,NA,2008-09-01
PMC2693389,18840793,10.1093/gerona/63.9.895,2008-09-01
PMC2491716,18641360,10.4049/jimmunol.181.3.2203,2008-08-01
PMC2500236,18682381,NA,2008-08-01
PMC3437752,18665155,10.1038/mt.2008.162,2008-07-29
PMC2464787,18625833,NA,2008-07-01
PMC2442681,18783027,NA,2008-07-01
PMC2694717,18702449,NA,2008-07-01
PMC2694716,18702447,NA,2008-07-01
PMC2694713,18702452,NA,2008-07-01
PMC2735104,18566428,10.4049/jimmunol.181.1.610,2008-07-01
PMC3169092,18689668,10.7589/0090-3558-44.3.760,2008-07-01
PMC2430640,18763406,10.1177/003335490812300405,2008-07-01
PMC2907967,19450292,NA,2008-06-09
PMC2408435,NA,NA,2008-06-01
PMC2408434,NA,NA,2008-06-01
PMC2387257,NA,NA,2008-06-01
PMC2605876,19412386,10.1155/2008/501759,2008-05-01
PMC2359492,18512458,NA,2008-05-01
PMC5025298,18508518,10.2741/3012,2008-05-01
PMC2435135,18508552,10.2741/3046,2008-05-01
PMC2654003,18459709,NA,2008-05-01
PMC2532884,NA,NA,2008-05-01
PMC2532878,19412374,NA,2008-05-01
PMC2289979,19006968,10.1177/003335490812300306,2008-05-01
PMC2678938,19203466,10.18433/j3j019,2008-04-19
PMC2435398,18650967,NA,2008-01-01
PMC2653994,18351725,NA,2008-03-01
PMC2653993,18351718,NA,2008-03-01
PMC3096419,21603554,NA,2008-01-01
PMC2239328,18457071,10.1177/003335490812300211,2008-03-01
PMC3098742,21603094,10.1080/20786204.2008.10873685,2008-03-01
PMC5628356,18320606,10.1021/ac086027z,2008-02-01
PMC2645152,19305765,NA,2008-02-01
PMC2645143,19305769,NA,2008-02-01
PMC2603051,18178835,10.4049/jimmunol.180.2.948,2008-01-01
PMC2610274,19145260,10.1155/2008/970372,2008-01-01
PMC2117368,18214163,NA,2008-01-01
PMC2117362,18214157,NA,2008-01-01
PMC3111388,18097019,10.4049/jimmunol.180.1.188,2008-01-01
PMC2496997,18491811,NA,2008-01-01
PMC2431095,18770914,10.1177/00333549081230s202,2008-01-01
PMC2233740,18497016,10.1177/00333549081230s109,2008-01-01
PMC2099326,18348480,10.1177/003335490812300108,2008-01-01
PMC2099320,18348474,10.1177/003335490812300102,2008-01-01
PMC2394696,18596858,NA,2008-01-01
PMC3428220,18074967,10.1007/s10729-007-9027-6,2007-12-01
PMC2943825,19450346,NA,2007-11-20
PMC2231457,18000242,NA,2007-11-01
PMC2533573,18978985,10.1155/2007/386481,2007-11-01
PMC2730767,18613545,NA,2007-11-01
PMC2231439,17934038,NA,2007-10-01
PMC2205980,17948963,NA,2007-10-01
PMC2613367,19122770,NA,2007-10-01
PMC2215389,17930312,10.1103/physreve.76.036113,2007-09-25
PMC2234638,NA,NA,2007-09-01
PMC1936949,17877303,10.1177/003335490712200503,2007-09-01
PMC2386163,17897511,NA,2007-08-01
PMC1914312,17824323,NA,2007-08-01
PMC2080552,17696298,NA,2007-08-01
PMC2645118,19305749,NA,2007-08-01
PMC2220044,17617600,10.4049/jimmunol.179.2.1080,2007-07-01
PMC1888509,17639661,10.1177/003335490712200419,2007-07-01
PMC2117241,NA,NA,2007-07-01
PMC1891120,NA,NA,2007-06-01
PMC2636345,17639238,10.2471/BLT.07.100607,2007-06-01
PMC1876197,17616064,NA,2007-06-01
PMC2080531,17589987,NA,2007-06-01
PMC2430684,18645596,10.2174/138920207781386960,2007-06-01
PMC2533546,18923717,10.1155/2007/760545,2007-05-01
PMC1852591,17542367,NA,2007-05-01
PMC2636331,NA,10.2471/BLT.07.032763,2007-04-01
PMC1831513,17494364,NA,2007-04-01
PMC1852721,17357067,10.1086/514346,2007-03-08
PMC1949084,17872685,NA,2007-03-01
PMC2533536,18923767,NA,2007-03-01
PMC1949132,NA,NA,2007-02-01
PMC1780237,17334033,NA,2007-02-01
PMC1780228,NA,NA,2007-02-01
PMC2080495,17309147,NA,2007-02-01
PMC2658207,NA,NA,2007-02-01
PMC1790990,17277277,10.1258/jrsm.100.2.70,2007-02-01
PMC2656624,17290545,10.1155/2007/169846,2007-01-01
PMC2542894,NA,NA,2007-01-01
PMC2788157,17725523,10.1615/critrevtherdrugcarriersyst.v24.i2.10,2007-01-01
PMC1802123,17236619,10.1177/003335490712200119,2007-01-01
PMC1847934,17420787,NA,2007-01-01
PMC2627580,17242827,NA,2006-12-01
PMC2627565,17242832,10.2471/blt.06.030247,2006-12-01
PMC1626506,NA,NA,2006-11-01
PMC1633806,NA,10.1136/bmj.333.7575.938,2006-11-01
PMC2095097,18382645,10.1155/2006/953706,2006-11-01
PMC2095096,18382647,10.1155/2006/152612,2006-11-01
PMC1784010,NA,NA,2006-11-01
PMC2585432,19305702,NA,2006-11-01
PMC1783603,17279182,NA,2006-10-01
PMC1783601,17279185,NA,2006-10-01
PMC2627501,17128351,NA,2006-10-01
PMC2627498,17128353,NA,2006-10-01
PMC2627494,17128354,NA,2006-10-01
PMC2627492,17128364,10.2471/blt.05.028548,2006-10-01
PMC1562531,17042379,NA,2006-10-01
PMC2566063,NA,NA,2006-10-01
PMC1629436,17082832,NA,2006-10-01
PMC1569980,NA,10.1136/bmj.333.7568.567,2006-09-01
PMC1783740,17279223,NA,2006-09-01
PMC2095083,18382644,10.1155/2006/195957,2006-09-01
PMC1555690,NA,NA,2006-09-01
PMC1564445,16972501,10.1177/003335490612100503,2006-09-01
PMC4088012,16937525,10.3748/wjg.v12.i32.5153,2006-08-01
PMC1550436,16916828,10.1136/bmj.333.7564.389,2006-08-01
PMC1781506,17273494,NA,2006-08-01
PMC1489228,16825232,10.1136/bmj.333.7558.87,2006-07-01
PMC1488738,NA,10.1136/bmj.333.7557.7,2006-07-01
PMC2560519,16835673,10.1016/s0828-282x(06)70295-1,2006-07-01
PMC2095081,18382630,10.1155/2006/351919,2006-07-01
PMC2095078,18382627,10.1155/2006/738957,2006-07-01
PMC1477926,16850939,NA,2006-07-01
PMC2683306,16896429,10.1155/2006/203830,2006-07-01
PMC1525310,16888667,NA,2006-07-01
PMC3349482,22589602,NA,2006-07-01
PMC1473054,NA,10.1136/bmj.332.7553.1337,2006-06-01
PMC1606634,NA,NA,2006-06-01
PMC1606620,NA,NA,2006-06-01
PMC1463921,16709984,10.1136/bmj.332.7551.1176-f,2006-05-01
PMC2627354,16710544,10.2471/blt.05.028431,2006-05-17
PMC2627352,16710536,/s0042-96862006000500006,2006-05-17
PMC2627345,16710537,/s0042-96862006000500007,2006-05-17
PMC2627344,16710539,/s0042-96862006000500009,2006-05-17
PMC2627340,16710552,10.2471/blt.04.019133,2006-05-17
PMC2627337,16710538,/s0042-96862006000500008,2006-05-17
PMC2627336,16710543,10.2471/blt.06.030445,2006-05-17
PMC1531731,16739820,NA,2006-05-01
PMC2095066,18418492,10.1155/2006/390985,2006-05-01
PMC1579414,17077880,NA,2006-05-01
PMC3633140,23653563,NA,2006-05-01
PMC1444813,16627491,10.1136/bmj.332.7547.925,2006-04-01
PMC1440654,16613973,10.1136/bmj.332.7546.913-a,2006-04-01
PMC1440626,16613974,10.1136/bmj.332.7546.913,2006-04-01
PMC1421373,NA,NA,2006-04-01
PMC1420713,16575088,10.1136/bmj.332.7544.790,2006-04-01
PMC1420702,16575084,10.1136/bmj.332.7544.783,2006-04-01
PMC2080411,NA,NA,2006-04-01
PMC1455550,16611043,10.2174/156652306776359478,2006-04-01
PMC1426177,16609747,10.1080/08998280.2006.11928157,2006-04-01
PMC1388151,NA,NA,2006-03-01
PMC2291765,16496474,NA,2006-03-01
PMC1525268,16528957,10.1177/003335490612100220,2006-03-01
PMC2626509,16501707,/s0042-96862006000100006,2006-01-01
PMC2626508,16501708,/s0042-96862006000100007,2006-01-01
PMC2626507,16501709,/s0042-96862006000100008,2006-01-01
PMC1371004,NA,10.1136/bmj.332.7538.384-b,2006-02-01
PMC1360421,NA,NA,2006-02-01
PMC1390794,16886046,NA,2006-02-01
PMC2626489,16462985,/s0042-96862005001200015,2005-12-01
PMC1352112,NA,10.1136/bmj.332.7535.245-a,2006-01-01
PMC1352039,16439374,10.1136/bmj.332.7535.189,2006-01-01
PMC2562712,17037563,10.1007/978-0-387-33012-9_67,2006-01-01
PMC1851930,17037569,10.1007/978-0-387-33012-9_73,2006-01-01
PMC1592674,16400004,10.2353/ajpath.2006.050979,2006-01-01
PMC1839714,17238595,NA,2006-01-01
PMC1839623,17238431,NA,2006-01-01
PMC1325096,16548334,NA,2006-01-01
PMC1325091,16548329,NA,2006-01-01
PMC2539008,16470249,10.1155/2006/862797,2006-01-01
PMC3571686,16611118,10.2174/138161206776361147,2006-01-01
PMC2465544,16361462,NA,2006-01-01
PMC1325277,16424926,10.1080/08998280.2006.11928118,2006-01-01
PMC1325276,16424922,10.1080/08998280.2006.11928114,2006-01-01
PMC1500910,18528473,NA,2006-01-01
PMC1613182,NA,NA,2005-12-01
PMC1613179,NA,NA,2005-12-01
PMC1570505,16378582,NA,2005-12-01
PMC1288420,16422066,NA,2005-12-01
PMC1766041,NA,NA,2005-12-01
PMC1289342,NA,10.1136/bmj.331.7527.1275,2005-11-01
PMC1289332,16308392,10.1136/bmj.331.7527.1262,2005-11-01
PMC1289331,16308391,10.1136/bmj.331.7527.1261,2005-11-01
PMC1289330,16308390,10.1136/bmj.331.7527.1260,2005-11-01
PMC1289310,16308364,10.1136/bmj.331.7527.1223,2005-11-01
PMC1289305,16308358,10.1136/bmj.331.7527.1216,2005-11-01
