doi,created
10.1371/journal.pone.0129134,2015-06-26
10.1371/journal.ppat.1005009,2015-06-26
10.1371/journal.pone.0131575,2015-06-26
10.3390/md13063454,2015-05-29
10.1371/journal.pone.0131459,2015-06-29
10.1371/journal.pone.0131831,2015-06-29
10.1186/s12917-015-0454-1,2015-07-01
10.3390/toxins7061854,2015-05-29
10.3390/v7062749,2015-06-04
10.3390/v7062750,2015-06-04
10.3390/v7062759,2015-06-12
10.3390/v7062771,2015-06-23
10.3390/v7062774,2015-06-23
10.1038/srep11776,2015-07-02
10.3390/nu7064240,2015-05-29
10.1186/s13054-015-0983-9,2015-06-18
10.2471/blt.15.010715,2015-07-01
10.1186/s12889-015-1990-0,2015-07-06
10.1155/2015/419318,2015-06-23
10.3390/vaccines1040398,2013-09-25
10.3390/vaccines2030515,2014-07-03
10.3390/vaccines2040755,2014-10-17
10.3390/vaccines3020239,2015-03-26
10.3390/ani5020161,2015-03-25
10.1371/journal.pone.0130667,2015-07-07
10.1186/s12985-015-0321-5,2015-06-20
10.1186/s12985-015-0325-1,2015-06-17
10.1371/journal.pone.0132078,2015-07-08
10.1155/2015/272359,2015-06-26
10.1186/s13567-015-0209-9,2015-07-09
10.1186/s13567-015-0214-z,2015-07-09
10.3389/fmicb.2015.00696,2015-07-10
10.1371/journal.pntd.0003884,2015-07-10
10.1371/journal.pone.0132160,2015-07-10
10.1186/s12917-015-0468-8,2015-07-13
10.1371/journal.pone.0133008,2015-07-14
10.1371/journal.ppat.1005023,2015-07-14
10.1038/srep11494,2015-07-16
10.1186/s12985-015-0314-4,2015-06-18
10.1186/s12917-015-0471-0,2015-07-15
10.1371/journal.pntd.0003846,2015-07-16
10.1186/s12890-015-0040-0,2015-04-29
10.1016/j.virusres.2015.02.002,2015-02-09
10.1371/journal.pone.0133190,2015-07-21
10.1186/s12879-015-1025-6,2015-07-22
10.3389/fimmu.2015.00377,2015-07-23
10.4172/2155-9899.1000311,2015-05-29
10.1186/s12879-015-1024-7,2015-07-24
10.1186/s12985-015-0340-2,2015-07-24
10.1186/s12917-015-0485-7,2015-07-24
10.1186/s12917-015-0477-7,2015-07-27
10.3390/v7072781,2015-06-26
10.3390/v7072786,2015-07-03
10.3390/v7072794,2015-07-08
10.3390/v7072797,2015-07-10
10.3390/v7072812,2015-07-21
10.1186/s13071-015-1007-y,2015-07-27
10.1186/s12866-015-0481-x,2015-07-27
10.1371/journal.pone.0133698,2015-07-28
10.1371/journal.ppat.1005067,2015-07-28
10.1371/journal.pmed.1001857,2015-07-28
10.1186/s12906-015-0792-3,2015-07-28
10.3390/ijms160715384,2015-07-08
10.1371/journal.pone.0134851,2015-07-31
10.1186/s12917-015-0500-z,2015-07-31
10.1186/s12864-015-1778-8,2015-08-03
10.1186/s11671-015-1023-z,2015-08-03
10.3389/fmicb.2015.00804,2015-08-04
10.3389/fmicb.2015.00755,2015-08-10
10.1186/s12985-015-0350-0,2015-08-03
10.1186/s12985-015-0347-8,2015-08-03
10.1155/2015/901015,2015-07-22
10.1371/journal.ppat.1004992,2015-08-06
10.1371/journal.pone.0134943,2015-08-06
10.1038/srep12985,2015-08-07
10.3389/fimmu.2015.00387,2015-08-10
10.1186/s40203-015-0011-4,2015-08-07
10.3389/fmed.2015.00055,2015-08-13
10.4269/ajtmh.15-0391,2015-06-16
10.4269/ajtmh.15-0080,2015-06-16
10.1371/journal.pone.0134823,2015-08-10
10.1155/2015/805306,2015-07-28
10.1186/s13059-015-0726-x,2015-07-29
10.1371/journal.ppat.1005095,2015-08-11
10.1155/2015/647139,2015-07-29
10.1371/journal.pone.0135640,2015-08-12
10.1186/s12917-015-0511-9,2015-08-12
10.1128/genomea.00787-15,2015-08-14
10.1128/genomea.00818-15,2015-08-14
10.1128/genomea.00877-15,2015-08-14
10.1371/journal.pone.0135850,2015-08-14
10.1186/s12985-015-0345-x,2015-08-17
10.1371/journal.pntd.0003993,2015-08-18
10.1016/j.onehlt.2015.03.001,2015-04-24
10.7189/jogh.05.020404,2016-07-01
10.1371/journal.pone.0135573,2015-08-19
10.1371/journal.pone.0135675,2015-08-19
10.1371/journal.pone.0134928,2015-08-19
10.1186/s12913-015-1003-0,2015-08-20
10.1371/journal.pone.0135767,2015-08-21
10.1371/journal.pone.0136253,2015-08-21
10.1186/s40104-015-0038-8,2015-08-24
10.1186/s12939-015-0205-8,2015-08-24
10.1186/s12889-015-2167-6,2015-08-25
10.1186/s12862-015-0456-4,2015-08-25
10.3389/fimmu.2015.00431,2015-08-28
10.3389/fimmu.2015.00443,2015-08-28
10.1371/journal.pone.0136613,2015-08-28
10.1371/journal.pone.0137108,2015-08-28
10.1371/journal.pone.0136927,2015-08-28
10.1371/journal.pone.0136888,2015-08-28
10.1038/srep13556,2015-09-01
10.1371/journal.ppat.1005143,2015-09-01
10.3389/fmicb.2015.00886,2015-09-07
10.1186/s12889-015-2025-6,2015-09-02
10.1371/journal.pone.0136526,2015-09-02
10.3402/ijch.v74.27913,2015-09-01
10.1038/emm.2015.76,2015-08-28
10.1128/genomea.00945-15,2015-09-04
10.1155/2015/326825,2015-08-25
10.1371/journal.pone.0136532,2015-09-08
10.1371/journal.pone.0137288,2015-09-08
10.1371/journal.pone.0135940,2015-09-09
10.1371/journal.ppat.1005081,2015-09-10
10.1371/journal.pone.0137862,2015-09-11
10.1186/s13104-015-1415-2,2015-09-12
10.1371/journal.ppat.1005155,2015-09-14
10.1371/journal.pone.0137831,2015-09-14
10.1155/2015/471468,2015-09-01
10.1371/journal.ppat.1005150,2015-09-15
10.1371/journal.pone.0137959,2015-09-15
10.1186/s12934-015-0326-1,2015-09-16
10.1186/s12934-015-0313-6,2015-09-16
10.1371/journal.pone.0135828,2015-09-16
10.1186/s12879-015-1111-9,2015-09-18
10.1371/journal.pone.0138380,2015-09-17
10.1371/journal.pone.0137212,2015-09-18
10.1371/journal.pone.0138694,2015-09-18
10.3390/v7082825,2015-08-07
10.3390/v7082826,2015-08-07
10.3390/v7082833,2015-08-10
10.1371/journal.pone.0138018,2015-09-21
10.1186/s12887-015-0454-0,2015-09-21
10.1186/s13028-015-0149-4,2015-09-22
10.1186/s12889-015-2245-9,2015-09-23
10.1371/journal.pone.0138772,2015-09-23
10.1371/journal.pone.0136353,2015-09-23
10.1371/journal.pone.0138138,2015-09-23
10.1371/journal.pone.0137378,2015-09-23
10.1186/s13567-015-0240-x,2015-09-24
10.1242/jcs.165209,2015-07-14
10.1242/jcs.169573,2015-07-25
10.1186/s13567-015-0249-1,2015-09-25
10.1371/journal.pone.0138075,2015-09-25
10.1371/journal.pone.0138684,2015-09-25
10.1371/journal.pone.0135288,2015-09-25
10.1371/journal.ppat.1005185,2015-09-25
10.1155/2015/292950,2015-09-14
10.3390/v7092849,2015-09-01
10.3390/v7092862,2015-09-17
10.3390/v7092865,2015-09-23
10.1186/s12985-015-0383-4,2015-09-27
10.3389/fpubh.2015.00215,2015-09-28
10.3389/fmicb.2015.00997,2015-09-28
10.3389/fimmu.2015.00477,2015-09-28
10.3390/nu7095350,2015-09-08
10.3390/ijerph120911025,2015-09-08
10.1155/2015/207105,2015-09-16
10.1186/s12916-015-0468-3,2015-09-18
10.3389/fmicb.2015.01069,2015-10-01
10.1155/2014/424138,2014-02-20
10.1186/s12879-015-1126-2,2015-10-01
10.1155/2015/531650,2015-09-20
10.1371/journal.pone.0139681,2015-10-05
10.1038/srep14753,2015-10-06
10.1371/journal.pone.0139266,2015-10-06
10.1186/s12931-015-0281-8,2015-10-05
10.1186/s40248-015-0028-x,2015-10-06
10.1038/srep14830,2015-10-07
10.1186/s40781-015-0065-1,2015-09-15
10.3402/gha.v8.28871,2015-10-07
10.1371/journal.pgen.1005504,2015-10-09
10.1038/srep14770,2015-10-12
10.1097/md.0000000000000821,2015-05-07
10.1097/md.0000000000000199,2014-12-11
10.3389/fimmu.2015.00527,2015-10-13
10.1038/srep15260,2015-10-14
10.1186/s12985-015-0390-5,2015-10-13
10.1186/s12879-015-1167-6,2015-10-14
10.1111/irv.12346,2015-08-20
10.1111/irv.12336,2015-07-31
10.1111/irv.12345,2015-08-14
10.1111/irv.12326,2015-05-16
10.1186/s13584-015-0028-5,2015-07-09
10.1186/s12985-015-0388-z,2015-10-14
10.1371/journal.pone.0140674,2015-10-15
10.1371/journal.pbio.1002276,2015-10-16
10.1371/journal.pone.0140125,2015-10-16
10.1155/2015/758362,2015-10-01
10.3389/fimmu.2015.00520,2015-10-19
10.1098/rsif.2015.0468,2015-10-15
10.3389/fncel.2015.00423,2015-10-23
10.1186/s40504-015-0030-2,2015-10-24
10.1371/journal.pone.0140028,2015-10-20
10.1371/journal.pone.0140651,2015-10-20
10.1186/s12879-015-1189-0,2015-10-22
10.1186/s12951-015-0119-z,2015-10-24
10.1371/journal.pone.0135859,2015-10-21
10.1186/s12985-015-0405-2,2015-10-25
10.1186/s12890-015-0122-z,2015-10-25
10.1038/srep15584,2015-10-26
10.1186/s12879-015-1182-7,2015-10-26
10.1371/journal.pone.0137679,2015-10-07
10.1371/journal.pone.0141836,2015-10-28
10.1371/journal.pone.0141713,2015-10-28
10.1371/journal.pone.0141356,2015-10-28
10.1016/j.mex.2015.10.001,2015-10-21
10.1186/s12985-015-0408-z,2015-10-29
10.1186/s13567-015-0273-1,2015-10-28
10.1186/s12879-015-1212-5,2015-10-29
10.1371/journal.ppat.1005097,2015-10-29
10.1371/journal.ppat.1005215,2015-10-29
10.1128/genomea.01284-15,2015-10-30
10.1371/journal.pone.0142020,2015-10-30
10.7759/cureus.332,2015-09-25
10.1186/s40064-015-1459-8,2015-10-29
10.1038/srep15983,2015-11-02
10.7554/elife.09015,2015-11-02
10.1038/srep16119,2015-11-03
10.1186/s12985-015-0412-3,2015-11-02
10.1186/s12953-015-0081-6,2015-11-02
10.1099/vir.0.000058,2015-01-23
10.1371/journal.pone.0141423,2015-11-03
10.3390/v7102866,2015-09-29
10.3390/v7102874,2015-10-14
10.3390/v7102880,2015-10-16
10.3390/v7102882,2015-10-20
10.3390/v7102883,2015-10-20
10.3390/v7102894,2015-10-26
10.3390/nu7105423,2015-10-22
10.3390/molecules20034610,2015-03-12
10.1007/s00705-015-2592-y,2015-09-08
10.1099/vir.0.000084,2015-02-10
10.1099/vir.0.000071,2015-01-28
10.1097/md.0000000000001545,2015-09-23
10.1371/journal.ppat.1005261,2015-11-06
10.1371/journal.pone.0141545,2015-11-06
10.1186/s12879-015-1232-1,2015-11-06
10.1186/s13643-015-0131-2,2015-11-05
10.1155/2015/873404,2015-10-25
10.1155/2015/785634,2015-10-25
10.1177/1468018115599817,2015-08-29
10.1177/1468018115599816,2015-09-02
10.1177/1468018115599820,2015-08-29
10.1371/journal.pone.0142745,2015-11-10
10.12669/pjms.315.8017,2015-09-16
10.1186/s12859-015-0817-4,2015-11-10
10.1186/s12974-015-0426-1,2015-11-11
10.1371/journal.ppat.1005263,2015-11-12
10.1371/journal.pone.0141717,2015-11-13
10.5811/westjem.2015.7.27915,2015-11-10
10.1186/s12879-015-1251-y,2015-11-13
10.3389/fncel.2015.00440,2015-11-16
10.1186/s12866-015-0595-1,2015-11-14
10.1186/s12985-015-0423-0,2015-11-16
10.1186/s13756-015-0086-z,2015-11-16
10.1371/journal.pone.0143152,2015-11-17
10.1038/srep08517,2015-02-17
10.1038/srep12727,2015-07-30
10.1186/s13054-015-1120-5,2015-11-11
10.1186/s12985-015-0404-3,2015-11-14
10.1007/s11538-015-0109-1,2015-09-24
10.1038/srep16961,2015-11-19
10.1186/s40064-015-1490-9,2015-11-19
10.1186/s13567-015-0278-9,2015-11-20
10.1186/s12911-015-0191-1,2015-08-12
10.1038/srep17125,2015-11-24
10.1186/s12974-015-0438-x,2015-11-24
10.1186/s12985-015-0430-1,2015-11-24
10.1186/s12985-015-0420-3,2015-11-24
10.1371/journal.pone.0142841,2015-11-24
10.1186/s12889-015-2508-5,2015-11-24
10.1186/s12879-015-1081-y,2015-08-13
10.1371/journal.pone.0143018,2015-11-25
10.3389/fpubh.2015.00269,2015-11-26
10.1590/0074-02760150154,2015-11-07
10.1186/s13104-015-1695-6,2015-11-25
10.3389/fpubh.2015.00251,2015-11-30
10.1038/srep17228,2015-11-30
10.3390/v7112912,2015-11-13
10.3390/v7112915,2015-11-24
10.1186/s12896-015-0223-z,2015-12-01
10.1371/journal.pone.0143582,2015-12-01
10.1155/2015/583040,2015-11-18
10.1371/journal.pone.0143750,2015-12-02
10.1371/journal.pone.0143944,2015-12-02
10.1186/s40064-015-1552-z,2015-12-02
10.1155/2015/372931,2015-11-19
10.1038/srep17554,2015-12-03
10.1371/journal.pone.0144171,2015-12-04
10.3389/fpubh.2015.00264,2015-12-07
10.1371/journal.pone.0144186,2015-12-08
10.3389/fvets.2015.00001,2015-02-26
10.3389/fvets.2015.00061,2015-11-23
10.1186/s12864-015-2124-x,2015-12-08
10.1371/journal.ppat.1005305,2015-12-09
10.1186/s12985-015-0444-8,2015-12-09
10.1371/journal.pone.0143036,2015-12-10
10.3389/fimmu.2015.00619,2015-12-13
10.1038/srep17965,2015-12-10
10.1186/1471-2105-16-s17-s4,2015-12-09
10.1371/journal.ppat.1005318,2015-12-14
10.1038/srep17939,2015-12-14
10.1371/journal.pone.0144868,2015-12-14
10.3389/fmolb.2015.00071,2015-12-18
10.1128/genomea.01486-15,2015-12-18
10.1186/s12879-015-1293-1,2015-12-18
10.1186/s13020-015-0067-4,2015-12-17
10.1186/s13104-015-1789-1,2015-12-18
10.3389/fphar.2015.00296,2015-12-22
10.3389/fncel.2015.00488,2015-12-22
10.1038/srep18610,2015-12-22
10.1186/s12985-015-0432-z,2015-12-04
10.1186/s13040-015-0075-z,2015-12-22
10.1186/s12985-015-0446-6,2015-12-17
10.1186/s12985-015-0421-2,2015-11-23
10.1186/s12977-015-0231-z,2015-12-21
10.1186/s12985-015-0422-1,2015-12-18
10.1186/s12985-015-0439-5,2015-12-22
10.1186/s12917-015-0620-5,2015-12-21
10.1111/irv.12348,2015-09-15
10.1111/irv.12350,2015-10-01
10.1371/journal.pone.0145447,2015-12-22
10.1371/journal.pone.0145561,2015-12-23
10.7717/peerj.1505,2015-12-17
10.7717/peerj.1520,2015-12-14
10.1186/s12909-015-0509-9,2015-12-23
10.3390/v7122928,2015-11-26
10.3390/v7122937,2015-12-02
10.3390/v7122940,2015-12-03
10.3390/v7122949,2015-12-09
10.3390/v7122955,2015-12-14
10.3390/v7122957,2015-12-14
10.3390/v7122963,2015-12-15
10.3390/v7122966,2015-12-17
10.3390/ijms161226092,2015-11-27
10.3390/ijms161226122,2015-12-02
10.1371/journal.pone.0144818,2015-12-28
10.1155/2015/367670,2015-12-15
10.1002/mbo3.307,2015-11-06
10.3390/cells4040569,2015-09-28
10.1186/s12889-015-2617-1,2015-12-29
10.1186/s12917-015-0624-1,2015-12-30
10.1186/s13620-015-0060-3,2015-12-30
10.1186/s12859-015-0840-5,2015-12-29
10.1186/s40168-015-0141-2,2015-12-29
10.1186/s13073-015-0254-z,2015-12-30
10.1186/s13567-015-0285-x,2015-12-14
10.1186/s12931-015-0309-0,2015-12-18
10.1007/s10393-015-1061-0,2015-09-24
10.1007/s00441-015-2272-y,2015-09-16
10.1186/s12985-015-0456-4,2016-01-04
10.1371/journal.pone.0145957,2016-01-05
10.5811/westjem.2015.10.28779,2015-12-18
10.1186/s12879-015-1333-x,2016-01-08
10.1371/journal.pone.0145620,2016-01-08
10.1371/journal.pone.0146404,2016-01-11
10.7554/elife.11785,2015-12-22
10.1038/srep19226,2016-01-12
10.1186/s12874-015-0103-1,2016-01-11
10.1186/s13104-015-1751-2,2016-01-11
10.1371/journal.pone.0146211,2016-01-12
10.1186/s13054-015-1157-5,2016-01-13
10.1371/journal.ppat.1005373,2016-01-05
10.1371/journal.pone.0146104,2016-01-05
10.1186/s13023-016-0385-3,2016-01-15
10.1186/s13578-015-0066-2,2016-01-15
10.1371/journal.pone.0147316,2016-01-15
10.1371/journal.pone.0146975,2016-01-15
10.1038/emi.2015.73,2015-12-02
10.3389/fmicb.2015.01552,2016-01-19
10.1186/s12974-015-0407-4,2016-01-19
10.1186/s12929-016-0223-x,2016-01-19
10.1186/s12942-016-0032-1,2016-01-20
10.1038/cddis.2015.360,2015-12-17
10.1111/eva.12341,2015-10-27
10.1007/s11434-015-0929-2,2015-11-02
10.1186/s12929-016-0234-7,2016-01-22
10.1038/srep19428,2016-01-14
10.1371/journal.pone.0147994,2016-01-25
10.1186/s13028-016-0190-y,2016-01-25
10.1038/srep19840,2016-01-27
10.3390/v8010006,2015-12-28
10.3390/v8010023,2016-01-18
10.1371/journal.ppat.1005411,2016-01-27
10.1007/s13205-015-0352-z,2016-01-27
10.3390/ani6010006,2016-01-16
10.3390/ijms17010074,2016-01-09
10.1186/s12917-016-0646-3,2016-01-28
10.1371/journal.pone.0146054,2016-01-28
10.1038/srep20022,2016-01-29
10.1186/s12879-016-1373-x,2016-01-29
10.1586/14760584.2016.1106942,2015-11-02
10.1371/journal.pone.0147832,2016-01-29
10.1038/srep19033,2016-01-08
10.1371/journal.pone.0148184,2016-02-01
10.1038/emi.2016.1,2016-01-06
10.1186/s12985-016-0474-x,2016-02-01
10.1093/nar/gkv1241,2015-11-18
10.1371/journal.pone.0147982,2016-02-03
10.2174/1874357901509010007,2015-11-03
10.3389/fpls.2016.00054,2016-02-05
10.1371/journal.pone.0148061,2016-02-05
10.1371/journal.pone.0147373,2016-01-29
10.1186/s12985-016-0479-5,2016-02-06
10.1155/2013/168742,2013-03-11
10.3389/fmicb.2016.00119,2016-02-09
10.3389/fmicb.2016.00089,2016-02-09
10.1111/irv.12358,2015-11-14
10.1111/irv.12353,2015-10-23
10.1111/irv.12355,2015-10-27
10.1111/irv.12354,2015-10-27
10.1186/s13567-016-0313-5,2016-02-09
10.1371/journal.pone.0148986,2016-02-09
10.1371/journal.ppat.1005428,2016-02-10
10.1186/s12879-016-1410-9,2016-02-11
10.1186/s12859-016-0924-x,2016-02-11
10.1371/journal.pone.0149237,2016-02-11
10.1371/journal.pone.0148258,2016-02-11
10.1371/journal.pone.0146599,2016-02-12
10.1371/journal.pone.0149150,2016-02-12
10.1371/journal.pone.0149064,2016-02-12
10.1371/journal.pone.0149050,2016-02-12
10.1186/s13069-016-0038-0,2016-02-13
10.3389/fpubh.2016.00009,2016-02-15
10.1038/srep20918,2016-02-16
10.1038/srep21209,2016-02-16
10.1186/s12985-016-0483-9,2016-02-16
10.1186/s12985-016-0480-z,2016-02-16
10.1155/2016/4621659,2016-02-03
10.1371/journal.pone.0148506,2016-02-17
10.3389/fped.2016.00005,2016-02-18
10.1128/genomea.00002-16,2016-02-19
10.1371/journal.pone.0149468,2016-02-19
10.1371/journal.pone.0149364,2016-02-19
10.1186/s13567-016-0318-0,2016-02-19
10.1371/journal.pone.0149651,2016-02-22
10.1038/srep22044,2016-02-23
10.1371/journal.pntd.0004456,2016-02-22
10.1186/s12885-016-2197-1,2016-02-24
10.1038/srep21845,2016-02-25
10.1038/srep22008,2016-02-25
10.1186/s12876-016-0442-3,2016-02-25
10.1038/srep21662,2016-02-26
10.1371/journal.pone.0149469,2016-02-26
10.1371/journal.ppat.1005473,2016-02-26
10.7554/elife.09186,2015-12-09
10.1186/s12889-016-2871-x,2016-02-29
10.1186/s12889-016-2867-6,2016-02-28
10.3390/nu8020090,2016-02-16
10.1038/srep22420,2016-03-01
10.1371/journal.pone.0149988,2016-03-01
10.1371/journal.pone.0149132,2016-03-01
10.1371/journal.pone.0145901,2016-03-01
10.1155/2016/1937564,2016-02-17
10.14202/vetworld.2015.147-155,2015-02-10
10.14202/vetworld.2015.1088-1098,2015-09-19
10.14202/vetworld.2015.1118-1125,2015-09-22
10.1371/journal.ppat.1005474,2016-03-02
10.1371/journal.pone.0150425,2016-03-02
10.3389/fvets.2016.00019,2016-03-03
10.3390/v8020034,2016-02-03
10.3390/v8020042,2016-02-09
10.3390/v8020050,2016-02-12
10.3390/v8020053,2016-02-19
10.1186/s12879-016-1437-y,2016-03-02
10.5539/gjhs.v5n6p202,2013-09-29
10.5539/gjhs.v4n2p95,2012-03-01
10.1371/journal.pone.0150198,2016-03-03
10.14202/vetworld.2015.33-37,2015-01-13
10.1155/2016/5782942,2016-02-21
10.1371/journal.pone.0150949,2016-03-08
10.3389/fmicb.2016.00265,2016-03-09
10.1186/s13029-016-0049-7,2016-03-09
10.1186/s12985-016-0497-3,2016-03-09
10.1371/journal.pone.0150713,2016-03-09
10.1038/srep23014,2016-03-10
10.1371/journal.pone.0150861,2016-03-10
10.1371/journal.pone.0151151,2016-03-10
10.1371/journal.pone.0151199,2016-03-11
10.1186/s12917-016-0674-z,2016-03-12
10.3389/fmicb.2016.00313,2016-03-14
10.3389/fvets.2016.00018,2016-03-14
10.1038/srep22952,2016-03-14
10.1007/s13238-015-0238-1,2016-01-29
10.2471/blt.16.172650,2016-03-16
10.1128/jvi.02827-15,2016-01-21
10.1186/s12575-016-0038-x,2016-03-18
10.1186/s13567-016-0331-3,2016-03-18
10.1186/2197-425x-3-s1-a732,2015-10-02
10.1371/journal.ppat.1005493,2016-03-18
10.1093/emph/eow007,2016-02-17
10.1186/s12985-016-0506-6,2016-03-22
10.3389/fmicb.2016.00329,2016-03-23
10.5539/gjhs.v8n1p90,2015-05-22
10.1186/s12916-016-0566-x,2016-02-08
10.1371/journal.pone.0152140,2016-03-23
10.1371/journal.pone.0151980,2016-03-23
10.1371/journal.pone.0150666,2016-03-23
10.3389/fimmu.2016.00089,2016-03-24
10.1371/journal.ppat.1005501,2016-03-24
10.1371/journal.pone.0152102,2016-03-24
10.1128/mbio.00346-16,2016-03-23
10.2188/jea.je20160010,2016-03-05
10.3390/biom6010002,2016-01-06
10.3390/ijerph13030253,2016-02-24
10.3390/ijerph13030335,2016-03-18
10.2188/jea.17.s3,2008-01-30
10.3390/pathogens5010008,2016-01-18
10.3390/v8030065,2016-03-14
10.3390/v8030082,2016-03-17
10.3390/v8030084,2016-03-18
10.1128/jvi.02449-15,2016-02-11
10.1128/jvi.02921-15,2015-12-17
10.1155/2016/2947390,2016-03-15
10.1093/ve/vev005,2015-08-01
10.1371/journal.pone.0152527,2016-03-29
10.1155/2016/8160838,2016-03-16
10.3390/ijms17030358,2016-03-14
10.1371/journal.pone.0152529,2016-03-30
10.1371/journal.pone.0152134,2016-03-30
10.1371/journal.ppat.1005531,2016-03-30
10.3389/fmicb.2016.00448,2016-03-31
10.1111/irv.12375,2016-02-09
10.1111/irv.12360,2015-11-21
10.1111/irv.12373,2016-01-29
10.1111/irv.12384,2016-03-03
10.3389/fmicb.2016.00463,2016-03-31
10.1371/journal.pone.0152015,2016-03-31
10.1128/mbio.00119-16,2016-03-30
10.1128/mbio.00258-16,2016-03-30
10.1186/s12985-016-0512-8,2016-04-01
10.1186/s12992-016-0148-x,2016-03-31
10.1186/s12992-016-0145-0,2016-03-31
10.1007/s13238-015-0235-4,2015-12-19
10.3389/fvets.2016.00022,2016-04-04
10.1186/s12954-016-0101-6,2016-04-04
10.14202/vetworld.2016.60-64,2016-01-20
10.1037/dev0000092,2016-02-09
10.1038/emi.2016.48,2016-03-16
10.1186/s12917-016-0697-5,2016-04-05
10.1371/journal.pone.0152629,2016-04-05
10.1371/journal.pone.0152438,2016-04-06
10.1371/journal.pone.0153041,2016-04-06
10.1128/genomea.01725-15,2016-04-08
10.1371/journal.ppat.1005467,2016-04-07
10.7717/peerj.1904,2016-04-05
10.1186/s13104-016-2009-3,2016-04-07
10.1371/journal.pntd.0004648,2016-04-09
10.1186/s12889-016-2991-3,2016-04-14
10.1155/2016/8258946,2016-03-31
10.1186/s11671-016-1419-4,2016-04-14
10.3389/fmicb.2016.00488,2016-04-14
10.1038/srep24152,2016-04-15
10.1038/srep24702,2016-04-19
10.1186/s12974-016-0551-5,2016-04-18
10.1128/jvi.03065-15,2016-02-25
10.1128/jvi.02693-15,2016-02-18
10.1371/journal.pone.0151922,2016-04-19
10.3389/fmicb.2016.00509,2016-04-20
10.1371/journal.pone.0153462,2016-04-20
10.1371/journal.pone.0152481,2016-04-20
10.1038/srep24744,2016-04-21
10.1186/s12879-016-1492-4,2016-04-21
10.3390/molecules15031690,2010-03-14
10.1093/database/baw047,2016-04-22
10.1371/journal.pone.0153573,2016-04-21
10.1186/s12985-016-0529-z,2016-04-21
10.12688/f1000research.8013.1,2016-02-09
10.1371/journal.pone.0153649,2016-04-14
10.7554/elife.11275,2016-03-24
10.1186/s13104-016-2037-z,2016-04-22
10.1371/journal.pone.0154424,2016-04-25
10.1038/srep24257,2016-04-26
10.1038/srep24782,2016-04-26
10.1371/journal.pone.0154366,2016-04-26
10.3390/ijerph13040430,2016-04-19
10.1186/s12941-016-0142-4,2016-04-27
10.3390/v8040093,2016-03-30
10.3390/v8040096,2016-04-12
10.3390/v8040102,2016-04-18
10.3390/v8040106,2016-04-21
10.1186/s13104-016-2040-4,2016-04-29
10.1128/genomea.00309-16,2016-04-29
10.1007/s00281-015-0536-y,2015-10-19
10.1371/journal.pone.0154695,2016-05-03
10.3389/fmicb.2016.00655,2016-05-04
10.1038/emi.2016.27,2016-04-06
10.1038/emi.2016.33,2016-04-20
10.1038/srep25049,2016-05-04
10.1186/s12934-016-0468-9,2016-05-03
10.1038/cddis.2016.9,2016-04-07
10.1186/s12985-016-0531-5,2016-05-04
10.1186/s12939-016-0358-0,2016-05-04
10.1186/s12896-016-0268-7,2016-05-04
10.1371/journal.pone.0154674,2016-05-04
10.1186/s12911-016-0290-7,2016-05-05
10.1186/s13756-016-0112-9,2016-05-05
10.1186/s13104-016-2065-8,2016-05-05
10.1186/s13054-016-1303-8,2016-05-03
10.1186/s12985-016-0534-2,2016-05-06
10.1155/2016/8703239,2016-04-27
10.1128/msphere.00016-16,2016-02-18
10.1128/msphere.00070-15,2016-02-18
10.1371/journal.pone.0155134,2016-05-11
10.1371/journal.pone.0155341,2016-05-11
10.1371/journal.ppat.1005650,2016-05-11
10.1155/2016/3502683,2016-04-28
10.1371/journal.pone.0155159,2016-05-12
10.1371/journal.pone.0155484,2016-05-12
10.1371/journal.pone.0155044,2016-05-12
10.1111/pbi.12507,2016-01-23
10.3389/fmicb.2016.00676,2016-05-13
10.1038/srep25961,2016-05-13
10.1155/2016/8560691,2016-05-03
10.1186/s12889-016-3056-3,2016-05-17
10.7554/elife.12469,2016-05-17
10.3389/fimmu.2016.00189,2016-05-19
10.3389/fmicb.2016.00751,2016-05-19
10.1038/srep26328,2016-05-20
10.1590/s1679-45082013000100024,2013-04-10
10.1371/journal.pmed.1002042,2016-05-20
10.1186/s12974-016-0582-y,2016-05-20
10.1186/s12929-016-0259-y,2016-05-23
10.1371/journal.pone.0156019,2016-05-23
10.1038/srep26637,2016-05-24
10.1186/s13756-016-0120-9,2016-05-23
10.1186/s12864-016-2739-6,2016-05-23
10.1590/0074-02760150341,2016-04-16
10.3389/fmicb.2016.00786,2016-05-25
10.3390/ijerph13050504,2016-05-17
10.3390/ijms17050666,2016-05-04
10.3390/ijms17050678,2016-05-06
10.3390/ijms17050691,2016-05-09
10.3390/ijms17050730,2016-05-13
10.1186/s12944-016-0268-6,2016-05-27
10.1128/genomea.00408-16,2016-05-27
10.1155/2016/7590569,2016-05-16
10.3390/toxins8050139,2016-05-04
10.3390/v8050122,2016-05-06
10.3390/v8050124,2016-05-12
10.3390/v8050127,2016-05-06
10.3390/v8050134,2016-05-24
10.3390/v8050142,2016-05-21
10.3390/v8050146,2016-05-24
10.1155/2016/3137010,2016-05-17
10.1128/jvi.02557-15,2016-03-24
10.7554/elife.14228,2016-05-30
10.3389/fphar.2016.00146,2016-06-01
10.3389/fped.2016.00055,2016-06-01
10.15252/emmm.201606337,2016-04-22
10.1371/journal.pone.0156552,2016-06-02
