source_x,doi,pmcid,pubmed_id,created,created_year
PMC,http://dx.doi.org/10.1186/1471-2121-11-27,PMC2864199,20398401,2010-04-17,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-99,PMC2864274,20403201,2010-04-20,2010
PMC,http://dx.doi.org/10.1371/journal.pmed.1000272,PMC2864302,20454570,2010-05-04,2010
PMC,http://dx.doi.org/10.1155/2010/723798,PMC2864512,20454584,2010-05-05,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1000893,PMC2865525,20463814,2010-05-06,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1000896,PMC2865531,20463816,2010-05-06,2010
PMC,http://dx.doi.org/10.1186/1471-2407-10-118,PMC2868050,20346172,2010-03-27,2010
PMC,http://dx.doi.org/10.3390/ijms11031141,PMC2869232,20480005,2010-03-18,2010
PMC,http://dx.doi.org/10.3390/ijms11030880,PMC2869241,20479989,2010-03-02,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0010645,PMC2871037,20498717,2010-05-14,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0010658,PMC2871038,20498718,2010-05-14,2010
PMC,http://dx.doi.org/10.1186/1471-2180-10-117,PMC2871271,20406467,2010-04-20,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000685,PMC2872638,20502515,2010-05-18,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000690,PMC2872645,20502522,2010-05-18,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0010675,PMC2872666,20502691,2010-05-18,2010
PMC,http://dx.doi.org/10.1186/1756-0500-3-101,PMC2873344,20398263,2010-05-19,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-85,PMC2873380,20433729,2010-04-30,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0010717,PMC2873403,20502660,2010-05-19,2010
PMC,http://dx.doi.org/10.1186/1471-2164-11-251,PMC2873475,20403183,2010-04-20,2010
PMC,http://dx.doi.org/10.1186/1423-0127-17-32,PMC2873498,20426849,2010-04-28,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-191,PMC2874530,20385030,2010-04-13,2010
PMC,http://dx.doi.org/10.1186/1471-2105-11-210,PMC2874555,20423529,2010-04-28,2010
PMC,http://dx.doi.org/10.1371/journal.pmed.1000282,PMC2876121,20520802,2010-05-25,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1000931,PMC2880586,20532161,2010-06-03,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-86,PMC2880969,20433759,2010-05-01,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-113,PMC2881921,20459845,2010-05-12,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1000948,PMC2883599,20548955,2010-06-10,2010
PMC,http://dx.doi.org/10.1186/1471-2156-11-38,PMC2885306,20465856,2010-05-14,2010
PMC,http://dx.doi.org/10.1186/1742-4690-7-47,PMC2885308,20482880,2010-05-20,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-94,PMC2885340,20459851,2010-05-12,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-114,PMC2885389,20462419,2010-05-12,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011088,PMC2885414,20559424,2010-06-14,2010
PMC,http://dx.doi.org/10.1186/1471-2164-11-268,PMC2886062,20423525,2010-04-28,2010
PMC,http://dx.doi.org/10.1099/vir.0.2008/000349-0,PMC2886951,18753230,2008-08-27,2008
PMC,http://dx.doi.org/10.1099/vir.0.2008/003962-0,PMC2886958,18931070,2008-10-17,2008
PMC,http://dx.doi.org/10.1371/journal.pone.0011199,PMC2887847,20585451,2010-06-21,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000723,PMC2889823,20582307,2010-06-22,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000721,PMC2889824,20582308,2010-06-22,2010
PMC,http://dx.doi.org/10.1186/1471-2407-10-279,PMC2891641,20537192,2010-06-11,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-139,PMC2891756,20509887,2010-05-28,2010
PMC,http://dx.doi.org/10.1186/1751-0147-52-37,PMC2891787,20525326,2010-06-04,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1000881,PMC2891828,20585631,2010-06-24,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011298,PMC2891989,20585574,2010-06-24,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011304,PMC2892040,20585587,2010-06-24,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-113,PMC2892456,20515509,2010-06-02,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011317,PMC2892467,20592764,2010-06-25,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011327,PMC2892511,20593027,2010-06-25,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-98,PMC2893155,20470403,2010-05-14,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011340,PMC2893165,20596532,2010-06-28,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011341,PMC2893203,20596536,2010-06-28,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011360,PMC2894058,20613878,2010-06-29,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011377,PMC2894071,20614006,2010-06-29,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-99,PMC2894783,20478047,2010-05-17,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-136,PMC2894833,20504379,2010-05-27,2010
PMC,http://dx.doi.org/10.1186/1741-7007-8-84,PMC2895587,20619006,2010-06-15,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1000980,PMC2895667,20617182,2010-07-01,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-322,PMC2896940,20529345,2010-06-08,2010
PMC,http://dx.doi.org/10.1186/1471-2148-10-192,PMC2898692,20565983,2010-06-22,2010
PMC,http://dx.doi.org/10.1186/1745-6150-5-40,PMC2898770,20565756,2010-06-17,2010
PMC,http://dx.doi.org/10.1186/1751-0147-52-33,PMC2898781,20492637,2010-05-21,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000739,PMC2903468,20644615,2010-07-13,2010
PMC,http://dx.doi.org/10.1155/2010/184328,PMC2903949,20672047,2010-06-16,2010
PMC,http://dx.doi.org/10.1186/1477-5956-8-28,PMC2904733,20529248,2010-06-08,2010
PMC,http://dx.doi.org/10.1186/1742-6405-7-21,PMC2908552,20604950,2010-07-06,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1001017,PMC2908624,20661432,2010-07-22,2010
PMC,http://dx.doi.org/10.1186/1471-2105-11-354,PMC2909221,20584331,2010-06-29,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011721,PMC2909231,20668535,2010-07-23,2010
PMC,http://dx.doi.org/10.1186/1748-7188-5-27,PMC2909241,20573197,2010-06-23,2010
PMC,http://dx.doi.org/10.1186/1477-5956-8-29,PMC2909931,20534109,2010-06-09,2010
PMC,http://dx.doi.org/10.1186/1471-2431-10-48,PMC2910686,20604923,2010-07-27,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0011815,PMC2910733,20676400,2010-07-27,2010
PMC,http://dx.doi.org/10.1186/1477-7525-8-66,PMC2911409,20626865,2010-07-29,2010
PMC,http://dx.doi.org/10.1186/1746-6148-6-35,PMC2912257,20609252,2010-07-08,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1000937,PMC2912390,20686655,2010-07-29,2010
PMC,http://dx.doi.org/10.1186/1471-2431-10-51,PMC2914048,20646293,2010-07-20,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000771,PMC2914747,20689813,2010-08-03,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-442,PMC2916908,20667076,2010-07-29,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-413,PMC2918554,20626872,2010-07-13,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-169,PMC2918564,20663162,2010-07-21,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-451,PMC2919480,20678192,2010-08-10,2010
PMC,http://dx.doi.org/10.1186/1471-2180-10-201,PMC2919482,20663197,2010-07-27,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1001039,PMC2920842,20711359,2010-08-12,2010
PMC,http://dx.doi.org/10.1186/1756-0500-3-199,PMC2921379,20633290,2010-07-15,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-222,PMC2922213,20663229,2010-07-28,2010
PMC,http://dx.doi.org/10.1186/1465-9921-11-108,PMC2923116,20696083,2010-08-10,2010
PMC,http://dx.doi.org/10.1186/1423-0127-17-65,PMC2923119,20682079,2010-08-04,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0012262,PMC2923618,20805891,2010-08-18,2010
PMC,http://dx.doi.org/10.1371/journal.pcbi.1000895,PMC2924249,20808884,2010-08-19,2010
PMC,http://dx.doi.org/10.1186/1475-2867-10-25,PMC2924328,20682078,2010-08-04,2010
PMC,http://dx.doi.org/10.4061/2010/809480,PMC2926681,20798771,2010-07-28,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000802,PMC2927428,20808767,2010-08-24,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-234,PMC2927599,20691095,2010-08-07,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0012442,PMC2929207,20805994,2010-08-27,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-501,PMC2931476,20718996,2010-08-19,2010
PMC,http://dx.doi.org/10.1098/rsif.2010.0123,PMC2935601,20410190,2010-04-22,2010
PMC,http://dx.doi.org/10.1186/1752-0509-4-117,PMC2936296,20727158,2010-08-20,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-200,PMC2939558,20735849,2010-08-24,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-206,PMC2939561,20799985,2010-08-29,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0012763,PMC2939898,20856678,2010-09-15,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1001038,PMC2940758,20862324,2010-09-16,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-256,PMC2941683,20799934,2016-07-09,2016
PMC,http://dx.doi.org/10.1186/1471-2105-11-444,PMC2941692,20813045,2010-09-02,2010
PMC,http://dx.doi.org/10.1186/1742-2094-7-53,PMC2942816,20828397,2010-09-21,2010
PMC,http://dx.doi.org/10.1186/1741-7007-8-123,PMC2942819,20887638,2010-09-14,2010
PMC,http://dx.doi.org/10.1186/1471-2105-11-451,PMC2942859,20822531,2010-09-07,2010
PMC,http://dx.doi.org/10.1289/ehp.0901782,PMC2944079,20435545,2010-04-30,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-226,PMC2944171,20836894,2010-09-14,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-263,PMC2944349,20822509,2010-09-21,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0012951,PMC2944876,20886082,2010-09-23,2010
PMC,http://dx.doi.org/10.2174/138920210791616725,PMC2945003,21286315,2010-06-27,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-532,PMC2945945,20815888,2010-09-03,2010
PMC,http://dx.doi.org/10.1186/1465-9921-11-125,PMC2946301,20843364,2010-09-16,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013095,PMC2947515,20927383,2010-09-29,2010
PMC,http://dx.doi.org/10.1371/journal.pcbi.1000947,PMC2947978,20941384,2010-09-30,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013099,PMC2948498,20957032,2010-10-01,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013137,PMC2949385,20957227,2010-10-04,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-242,PMC2949843,20849641,2010-09-18,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-248,PMC2949849,20858246,2010-09-21,2010
PMC,http://dx.doi.org/10.1371/journal.pmed.1000346,PMC2950129,20957189,2010-10-05,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013197,PMC2950840,20949131,2010-10-06,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013315,PMC2953511,20976271,2010-10-12,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013350,PMC2953514,20967280,2010-10-12,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013047,PMC2954148,20976274,2010-10-13,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013377,PMC2954790,20976281,2010-10-14,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1001146,PMC2954836,20976195,2010-10-14,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-249,PMC2954857,20858291,2010-09-22,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-254,PMC2955716,20863409,2010-09-24,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013381,PMC2956640,20976137,2010-10-18,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013432,PMC2956653,20976145,2010-10-18,2010
PMC,http://dx.doi.org/10.1155/2010/126049,PMC2958490,20981303,2010-10-19,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1001157,PMC2958806,20975939,2010-10-21,2010
PMC,http://dx.doi.org/10.1186/1742-4690-7-79,PMC2959034,20923574,2010-10-06,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-288,PMC2959060,20920320,2010-10-19,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-296,PMC2964717,20946662,2010-10-15,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-270,PMC2965154,20946645,2010-10-14,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1001163,PMC2965762,21060812,2010-10-28,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013640,PMC2966397,21060827,2010-10-29,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0013733,PMC2966401,21060829,2010-10-29,2010
PMC,http://dx.doi.org/10.1371/journal.pmed.1000362,PMC2970549,21072246,2010-11-02,2010
PMC,http://dx.doi.org/10.1371/journal.pgen.1001192,PMC2973822,21079681,2010-11-04,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1001175,PMC2973826,21079685,2010-11-04,2010
PMC,http://dx.doi.org/10.1371/journal.ppat.1001176,PMC2973827,21079686,2010-11-04,2010
PMC,http://dx.doi.org/10.1186/1745-6150-5-59,PMC2973933,20937149,2010-11-04,2010
PMC,http://dx.doi.org/10.1186/1745-7580-6-S2-S1,PMC2981880,21067543,2010-11-03,2010
PMC,http://dx.doi.org/10.1186/1745-7580-6-S2-S5,PMC2981881,21067547,2010-11-03,2010
PMC,http://dx.doi.org/10.1186/1742-2094-7-73,PMC2984415,21034511,2010-11-02,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0014041,PMC2984494,21103348,2010-11-17,2010
PMC,http://dx.doi.org/10.1371/journal.pcbi.1001005,PMC2987833,21124942,2010-11-18,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-299,PMC2988023,21047436,2010-11-04,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-661,PMC2988738,21044300,2010-11-02,2010
PMC,http://dx.doi.org/10.1186/1471-2350-11-161,PMC2989958,21067616,2010-11-11,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000892,PMC2990691,21124882,2010-11-23,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-322,PMC2990753,21062471,2010-11-23,2010
PMC,http://dx.doi.org/10.3390/md8102619,PMC2992996,21116410,2010-10-11,2010
PMC,http://dx.doi.org/10.1186/1743-422X-7-312,PMC2994542,21073718,2010-11-12,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0014158,PMC2994772,21152402,2010-11-30,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0014163,PMC2994777,21152405,2010-11-30,2010
PMC,http://dx.doi.org/10.1155/2011/238743,PMC2995904,21151699,2010-12-01,2010
PMC,http://dx.doi.org/10.1186/1471-2164-11-406,PMC2996934,20576142,2010-06-24,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0014067,PMC2997101,21151943,2010-12-02,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-697,PMC2998491,21078169,2010-11-16,2010
PMC,http://dx.doi.org/10.1186/1476-069X-9-72,PMC3000394,21078183,2010-11-15,2010
PMC,http://dx.doi.org/10.1111/j.1365-3024.2009.01097.x,PMC3001033,19493213,2009-01-14,2009
PMC,http://dx.doi.org/10.1186/1471-2334-10-330,PMC3001727,21083874,2010-11-17,2010
PMC,http://dx.doi.org/10.1186/1471-2334-10-340,PMC3001728,21110854,2011-01-05,2011
PMC,http://dx.doi.org/10.1371/journal.pntd.0000918,PMC3001904,21179504,2010-12-14,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0015301,PMC3002947,21179494,2010-12-16,2010
PMC,http://dx.doi.org/10.1186/1476-9255-7-57,PMC3003652,21108806,2010-11-25,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0015225,PMC3003686,21179411,2010-12-17,2010
PMC,http://dx.doi.org/10.1155/2010/817580,PMC3003998,21188201,2010-09-07,2010
PMC,http://dx.doi.org/10.4103/0975-3583.59983,PMC3004168,21188088,2013-11-01,2013
PMC,http://dx.doi.org/10.1371/journal.pone.0015243,PMC3004854,21187950,2010-12-20,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-S1-S10,PMC3005570,21143820,2010-12-03,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-S1-S2,PMC3005574,21143824,2010-12-03,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-S1-S8,PMC3005580,21143830,2010-12-03,2010
PMC,http://dx.doi.org/10.1186/1471-2458-10-S1-S9,PMC3005581,21143831,2010-12-03,2010
PMC,http://dx.doi.org/10.1186/1745-7580-6-12,PMC3009956,21129215,2010-12-04,2010
PMC,http://dx.doi.org/10.1371/journal.pntd.0000934,PMC3014977,21245921,2011-01-04,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0014490,PMC3016318,21245928,2011-01-05,2011
PMC,http://dx.doi.org/10.1371/journal.ppat.1001258,PMC3017121,21253575,2011-01-06,2011
PMC,http://dx.doi.org/10.1186/1471-2164-11-668,PMC3017867,21108826,2010-11-25,2010
PMC,http://dx.doi.org/10.1155/2011/532908,PMC3017892,21234377,2010-12-26,2010
PMC,http://dx.doi.org/10.1155/2011/194507,PMC3017939,21234337,2010-12-23,2010
PMC,http://dx.doi.org/10.1186/1742-5573-7-12,PMC3018365,21159178,2011-01-05,2011
PMC,http://dx.doi.org/10.4061/2010/140539,PMC3018626,21234306,2010-12-29,2010
PMC,NA,PMC3019433,NA,2011-01-10,2011
PMC,NA,PMC3019434,NA,2011-01-10,2011
PMC,NA,PMC3019503,NA,2011-01-10,2011
PMC,NA,PMC3019508,NA,2011-01-10,2011
PMC,NA,PMC3019510,NA,2011-01-10,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0015091,PMC3020143,21264321,2011-01-12,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0015916,PMC3021518,21264238,2011-01-14,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0014520,PMC3022008,21264266,2011-01-17,2011
PMC,http://dx.doi.org/10.1186/1471-2172-11-65,PMC3023737,21194475,2011-01-19,2011
PMC,http://dx.doi.org/10.1186/1476-4598-10-3,PMC3024302,21211062,2011-01-07,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0016324,PMC3024431,21283725,2011-01-20,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-11,PMC3024955,21223600,2011-01-12,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-3,PMC3024956,21205330,2011-01-05,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0016118,PMC3025933,21283679,2011-01-24,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0014576,PMC3026784,21283623,2011-01-25,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0015874,PMC3026800,21283579,2011-01-25,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0014596,PMC3029279,21298043,2011-01-27,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0016555,PMC3029370,21304591,2011-01-27,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-23,PMC3030507,21241515,2011-01-18,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0016364,PMC3032737,21311745,2011-02-02,2011
PMC,http://dx.doi.org/10.1098/rsif.2010.0216,PMC3033019,20573630,2010-06-24,2010
PMC,http://dx.doi.org/10.1186/1742-2094-8-4,PMC3033336,21235806,2011-01-19,2011
PMC,http://dx.doi.org/10.1371/journal.ppat.1001268,PMC3033372,21304939,2011-02-03,2011
PMC,http://dx.doi.org/10.1186/1465-9921-12-15,PMC3033824,21261956,2011-02-04,2011
PMC,http://dx.doi.org/10.1186/1756-0500-4-4,PMC3035198,21214902,2011-02-08,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0016822,PMC3035654,21347434,2011-02-08,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0016142,PMC3036576,21347398,2011-02-09,2011
PMC,http://dx.doi.org/10.3390/ijerph7124250,PMC3037052,21318006,2010-12-17,2010
PMC,http://dx.doi.org/10.1186/1471-2334-11-24,PMC3037318,21266085,2013-03-01,2013
PMC,http://dx.doi.org/10.1371/journal.ppat.1001278,PMC3037360,21347350,2011-02-11,2011
PMC,http://dx.doi.org/10.1371/journal.pcbi.1001076,PMC3037387,21347316,2011-02-11,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0016796,PMC3037951,21347303,2011-02-11,2011
PMC,http://dx.doi.org/10.1186/1751-0147-53-3,PMC3038973,21269522,2011-01-27,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017192,PMC3041802,21364999,2011-02-18,2011
PMC,http://dx.doi.org/10.1186/1824-7288-37-10,PMC3042010,21281502,2011-02-08,2011
PMC,http://dx.doi.org/10.1186/1471-2334-11-41,PMC3044667,21299840,2011-02-08,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0016837,PMC3044706,21383981,2011-02-24,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017324,PMC3044746,21390319,2011-02-24,2011
PMC,http://dx.doi.org/10.1371/journal.pcbi.1001084,PMC3044768,21390281,2011-02-24,2011
PMC,http://dx.doi.org/10.1186/1471-2105-12-37,PMC3045299,21272346,2011-02-25,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017400,PMC3045447,21364899,2011-02-26,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017035,PMC3046172,21386965,2011-03-01,2011
PMC,http://dx.doi.org/10.1186/1745-6150-6-10,PMC3046898,21324187,2011-02-17,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-62,PMC3046927,21310026,2011-02-10,2011
PMC,http://dx.doi.org/10.2174/138920210793175912,PMC3048312,21532834,2010-12-19,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0017579,PMC3048401,21390235,2011-03-03,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-64,PMC3048564,21310053,2011-02-10,2011
PMC,http://dx.doi.org/10.1186/1471-2296-12-6,PMC3050701,21332976,2011-02-18,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-76,PMC3050824,21342525,2011-02-22,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017604,PMC3050921,21408132,2011-03-08,2011
PMC,http://dx.doi.org/10.1186/1297-9716-42-38,PMC3052182,21345199,2011-02-25,2011
PMC,http://dx.doi.org/10.1186/1297-9716-42-44,PMC3053234,21366902,2011-03-02,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017713,PMC3055876,21412418,2011-03-16,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017949,PMC3056798,21423764,2011-03-16,2011
PMC,http://dx.doi.org/10.1155/2011/284795,PMC3057194,21423688,2011-02-20,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-98,PMC3059288,21375748,2011-03-04,2011
PMC,http://dx.doi.org/10.1371/journal.pcbi.1002015,PMC3060167,21483468,2011-03-17,2011
PMC,http://dx.doi.org/10.1186/1477-5956-9-11,PMC3060854,21385394,2011-03-08,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018016,PMC3060926,21437206,2011-03-18,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-107,PMC3061939,21385403,2011-03-08,2011
PMC,http://dx.doi.org/10.1186/1423-0127-18-21,PMC3062584,21385449,2011-03-09,2011
PMC,http://dx.doi.org/10.1155/2011/284909,PMC3062985,21437001,2011-03-16,2011
PMC,http://dx.doi.org/10.1371/journal.ppat.1002004,PMC3063766,21455493,2011-03-24,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0014767,PMC3063785,21455300,2011-03-24,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018176,PMC3063798,21455313,2011-03-24,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017825,PMC3064566,21464976,2011-03-25,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017836,PMC3064580,21464989,2011-03-25,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017942,PMC3064590,21464946,2011-03-25,2011
PMC,http://dx.doi.org/10.1186/1471-2334-11-65,PMC3065410,21401965,2011-03-16,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017946,PMC3065461,21464929,2011-03-28,2011
PMC,http://dx.doi.org/10.1155/2010/754938,PMC3065811,21490743,2011-01-05,2011
PMC,http://dx.doi.org/10.1155/2011/476137,PMC3065884,21490752,2010-12-09,2010
PMC,http://dx.doi.org/10.1186/1743-422X-8-118,PMC3066118,21401943,2011-03-14,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017780,PMC3066183,21479259,2011-03-29,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0015669,PMC3066203,21479269,2011-03-29,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018159,PMC3068181,21479189,2011-03-30,2011
PMC,http://dx.doi.org/10.1186/1745-6215-12-70,PMC3068961,21388549,2011-03-09,2011
PMC,http://dx.doi.org/10.1371/journal.ppat.1001329,PMC3068995,21483486,2011-03-31,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018150,PMC3069061,21483820,2011-03-31,2011
PMC,http://dx.doi.org/10.1186/1471-2377-11-37,PMC3071317,21435231,2011-04-01,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-130,PMC3071789,21418610,2011-03-21,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-131,PMC3071790,21418614,2011-03-21,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018437,PMC3071823,21494680,2011-04-06,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018414,PMC3073942,21494599,2011-04-11,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018543,PMC3073975,21494554,2011-04-11,2011
PMC,http://dx.doi.org/10.1186/1297-9716-42-54,PMC3074528,21435235,2011-04-01,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017189,PMC3078118,21525985,2011-04-16,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0017292,PMC3078135,21525999,2011-04-16,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018928,PMC3078930,21533115,2011-04-18,2011
PMC,http://dx.doi.org/10.1186/1471-2458-11-181,PMC3079644,21435263,2011-04-01,2011
PMC,http://dx.doi.org/10.1186/1743-422X-8-146,PMC3079669,21450075,2011-03-30,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0018558,PMC3080360,21533129,2011-04-20,2011
PMC,http://dx.doi.org/10.1186/1479-0556-9-8,PMC3080791,21477292,2011-04-08,2011
PMC,http://dx.doi.org/10.1289/ehp.1002203,PMC3080933,21118783,2010-11-30,2010
PMC,http://dx.doi.org/10.1371/journal.pone.0019056,PMC3081318,21544192,2011-04-22,2011
PMC,http://dx.doi.org/10.1371/journal.pone.0019352,PMC3081840,21541353,2011-04-25,2011
