source_x,doi,pmcid,pubmed_id,date
Elsevier,10.1016/S0873-2159(15)30055-6,NA,20700558,2010-08-31
Elsevier,10.1016/S0873-2159(15)30275-0,NA,18781266,2008-10-31
Elsevier,10.1016/S0873-2159(15)30376-7,NA,18183330,2007-12-31
Elsevier,10.1016/S0873-2159(15)31253-8,NA,21067697,2010-12-31
Elsevier,10.1016/j.yadr.2006.08.003,NA,17249293,2006-12-31
Elsevier,10.1016/j.micpath.2003.07.003,NA,NA,2004-01-31
Elsevier,10.1016/j.micpath.2010.03.001,NA,20227479,2010-06-30
Elsevier,10.1016/j.micpath.2012.07.002,NA,NA,2012-10-31
Elsevier,10.1016/j.micpath.2012.09.007,NA,23022668,2013-01-31
Elsevier,10.1016/j.micpath.2012.11.013,NA,23247146,2013-02-28
Elsevier,10.1016/j.micpath.2014.06.007,NA,25014736,2014-12-31
Elsevier,10.1016/j.micpath.2017.10.047,NA,29074428,2017-12-31
Elsevier,10.1016/j.micpath.2017.11.031,NA,29174688,2017-12-31
Elsevier,10.1016/j.micpath.2017.10.021,NA,29038056,2017-12-31
Elsevier,10.1016/j.micpath.2017.11.026,NA,29170045,2018-01-31
Elsevier,10.1016/j.micpath.2018.02.004,NA,29408315,2018-04-30
Elsevier,10.1016/j.micpath.2017.12.032,NA,29241769,2018-01-31
Elsevier,10.1016/j.micpath.2018.03.030,NA,29571723,2018-05-31
Elsevier,10.1016/j.micpath.2018.05.008,NA,29738814,2018-07-31
Elsevier,10.1016/j.micpath.2018.04.046,NA,29702211,2018-07-31
Elsevier,10.1016/j.micpath.2018.04.012,NA,29635053,2018-06-30
Elsevier,10.1016/j.micpath.2019.103741,NA,31513894,2019-12-31
Elsevier,10.1016/j.micpath.2018.05.047,NA,29859294,2018-08-31
Elsevier,10.1016/j.micpath.2019.04.044,NA,31054366,2019-07-31
Elsevier,10.1016/j.micpath.2019.04.033,NA,31026494,2019-07-31
Elsevier,10.1016/j.micpath.2019.103638,NA,31326561,2019-10-31
Elsevier,10.1016/j.micpath.2019.103675,NA,31473248,2019-12-31
Elsevier,10.1016/j.micpath.2019.103814,NA,31639467,2020-01-31
Elsevier,10.1016/j.micpath.2019.103736,NA,31505263,2019-12-31
Elsevier,10.1016/j.micpath.2020.103998,NA,31982568,2020-04-30
Elsevier,10.1016/j.micpath.2020.103976,NA,31940461,2020-04-30
Elsevier,10.1016/j.micpath.2019.103922,NA,31838173,2020-03-31
Elsevier,10.1006/mpat.1994.1035,NA,7815918,1994-05-31
Elsevier,10.1016/S0882-4010(95)90058-6,NA,7565015,1995-03-31
Elsevier,10.1016/j.pedn.2008.12.002,NA,20430278,2010-06-30
Elsevier,10.1016/j.pedn.2019.03.017,NA,30935725,2019-06-30
Elsevier,10.1016/j.arth.2005.07.010,NA,16781410,2006-06-30
Elsevier,10.1016/j.arth.2015.03.036,NA,25900167,2015-09-30
Elsevier,10.1016/j.arth.2018.09.059,NA,30360975,2019-02-28
Elsevier,10.1016/j.apnu.2015.08.010,NA,26992869,2016-04-30
Elsevier,10.1016/j.apnu.2017.10.014,NA,29579511,2018-04-30
Elsevier,10.1016/j.apnu.2017.09.006,NA,NA,2018-02-28
Elsevier,10.1016/S0883-9417(17)30579-4,NA,NA,2018-02-28
Elsevier,10.1016/j.apnu.2020.02.011,NA,NA,2020-02-25
Elsevier,10.1016/j.jcrc.2005.09.032,NA,NA,2005-12-31
Elsevier,10.1016/j.jcrc.2007.05.004,NA,19056023,2008-12-31
Elsevier,10.1016/j.jcrc.2008.03.038,NA,19327295,2009-06-30
Elsevier,10.1016/S0883-9441(08)00211-6,NA,NA,2008-12-31
Elsevier,10.1016/j.jcrc.2008.12.010,NA,19327953,2010-03-31
Elsevier,10.1016/j.jcrc.2011.07.080,NA,21958985,2012-02-29
Elsevier,10.1016/j.jcrc.2013.05.001,NA,23706866,2013-08-31
Elsevier,10.1016/j.jcrc.2015.10.002,NA,26578116,2016-02-29
Elsevier,10.1016/j.jcrc.2017.02.009,NA,28288355,2017-08-31
Elsevier,10.1016/j.jcrc.2017.07.038,NA,28806562,2017-12-31
Elsevier,10.1016/j.jcrc.2017.07.020,NA,28711861,2017-12-31
Elsevier,10.1016/j.jcrc.2017.03.024,NA,28390754,2017-08-31
Elsevier,10.1016/j.jcrc.2017.11.004,NA,29129538,2017-12-31
Elsevier,10.1016/j.jcrc.2018.11.013,NA,30481669,2019-04-30
Elsevier,10.1016/j.jcrc.2018.08.015,NA,30172033,2018-12-31
Elsevier,10.1016/j.jcrc.2019.06.026,NA,31319347,2019-12-31
Elsevier,10.1016/j.jcrc.2019.10.017,NA,NA,2020-04-30
Elsevier,10.1111/j.1552-6909.2010.01158.x,NA,20629934,2010-08-31
Elsevier,10.1111/j.1552-6909.1995.tb02548.x,NA,7500196,1995-09-30
Elsevier,10.1016/j.jpainsymman.2007.07.013,NA,18358693,2008-06-30
Elsevier,10.1016/j.jpainsymman.2008.12.006,NA,19699607,2009-10-31
Elsevier,10.1016/j.jpainsymman.2009.11.241,NA,20152591,2010-02-28
Elsevier,10.1016/j.jpainsymman.2013.12.234,NA,24685725,2014-06-30
Elsevier,10.1016/j.jcrs.2007.11.052,NA,18361977,2008-04-30
Elsevier,10.1053/j.sult.2018.12.002,NA,31200868,2019-06-30
Elsevier,10.1016/j.tmrv.2003.10.005,NA,14689376,2004-01-31
Elsevier,10.1016/S0887-7963(04)00067-7,NA,NA,2004-10-31
Elsevier,10.1016/j.tmrv.2004.11.005,NA,15852240,2005-04-30
Elsevier,10.1016/j.tmrv.2006.03.001,NA,16787826,2006-07-31
Elsevier,10.1016/j.tmrv.2006.08.001,NA,17174217,2007-01-31
Elsevier,10.1016/j.tmrv.2006.11.001,NA,17397761,2007-04-30
Elsevier,10.1016/j.tmrv.2007.09.001,NA,NA,2008-01-31
Elsevier,10.1016/j.tmrv.2008.01.001,NA,18353250,2008-04-30
Elsevier,10.1016/j.tmrv.2009.11.001,NA,20303034,2010-04-30
Elsevier,10.1016/j.tmrv.2011.07.001,NA,21944935,2012-01-31
Elsevier,10.1016/j.tmrv.2012.11.001,NA,23375736,2013-04-30
Elsevier,10.1016/j.tmrv.2016.02.003,NA,26962008,2016-04-30
Elsevier,10.1016/j.tmrv.2016.10.002,NA,27923518,2017-04-30
Elsevier,10.1016/j.tmrv.2016.12.002,NA,NA,2017-04-30
Elsevier,10.1016/j.tmrv.2016.11.002,NA,27894669,2017-07-31
Elsevier,10.1016/j.tmrv.2017.05.002,NA,28545882,2017-07-31
Elsevier,10.1016/j.tmrv.2019.09.002,NA,31676221,2019-10-31
Elsevier,10.1016/j.pediatrneurol.2012.03.019,NA,22704021,2012-07-31
Elsevier,10.1016/j.pediatrneurol.2013.03.021,NA,23849604,2013-10-31
Elsevier,10.1016/j.ygeno.2003.09.017,NA,15028276,2004-04-30
Elsevier,10.1016/S0888-7543(05)80111-9,NA,1478671,1992-12-31
Elsevier,10.1016/j.ygeno.2013.09.001,NA,24055951,2013-12-31
Elsevier,10.1016/j.ygeno.2016.12.002,NA,27974244,2017-03-31
Elsevier,10.1016/j.ygeno.2018.09.020,NA,30315899,2019-12-31
Elsevier,10.1016/j.ygeno.2019.02.002,NA,30738198,2020-01-31
Elsevier,10.1016/j.ygeno.2019.09.001,NA,NA,2019-09-05
Elsevier,10.1016/j.bbi.2011.12.009,NA,22227623,2012-05-31
Elsevier,10.1016/j.bbi.2013.07.160,NA,NA,2013-09-30
Elsevier,10.1016/j.bbi.2014.06.039,NA,NA,2014-09-30
Elsevier,10.1016/j.bbi.2014.11.016,NA,25483139,2015-03-31
Elsevier,10.1016/j.bbi.2018.09.006,NA,30217535,2018-11-30
Elsevier,10.1016/j.bbi.2019.02.006,NA,30742884,2019-07-31
Elsevier,10.1016/j.bbi.2020.02.009,NA,32097763,2020-02-22
Elsevier,10.1016/j.esp.2012.05.001,NA,NA,2012-10-31
Elsevier,10.1016/S0889-5406(05)81569-0,NA,NA,1991-05-31
Elsevier,10.1016/j.ajodo.2006.08.021,NA,18407024,2008-04-30
Elsevier,10.1016/j.atc.2004.04.004,NA,15325719,2004-09-30
Elsevier,10.1016/j.atc.2004.06.002,NA,15325712,2004-09-30
Elsevier,10.1016/j.atc.2004.07.001,NA,NA,2004-09-30
Elsevier,10.1016/S0889-8537(04)00082-3,NA,NA,2004-09-30
Elsevier,10.1016/S0889-8537(04)00084-7,NA,NA,2004-09-30
Elsevier,10.1016/S0889-8537(04)00104-X,NA,NA,2004-12-31
Elsevier,10.1016/S0889-8545(03)00089-5,NA,14719848,2003-12-31
Elsevier,10.1016/S0889-8545(05)70201-1,NA,11430177,2001-06-01
Elsevier,10.1016/S0889-8553(03)00100-6,NA,14696306,2003-12-31
Elsevier,10.1016/S0889-8553(05)70206-5,NA,11586553,2001-09-01
Elsevier,10.1016/j.iac.2004.09.011,NA,15579364,2005-02-28
Elsevier,10.1016/S0889-8561(04)00133-X,NA,NA,2005-02-28
Elsevier,10.1016/S0889-8561(05)00072-X,NA,NA,2005-11-30
Elsevier,10.1016/j.iac.2005.11.003,NA,16443149,2006-02-28
Elsevier,10.1016/S0889-8561(05)70086-2,NA,NA,1999-05-01
Elsevier,10.1016/S0889-8561(05)70155-7,NA,NA,2000-05-01
Elsevier,10.1016/S0889-8561(05)70337-4,NA,NA,1997-11-01
Elsevier,10.1016/S0889-8561(05)70345-3,NA,NA,1998-02-01
Elsevier,10.1016/S0889-8561(06)00012-9,NA,NA,2006-02-28
Elsevier,10.1016/j.iac.2008.01.008,NA,18424340,2008-05-31
Elsevier,10.1016/S0889-8561(08)00064-7,NA,NA,2008-08-31
Elsevier,10.1016/j.iac.2008.06.002,NA,18940573,2008-11-30
Elsevier,10.1016/j.iac.2010.08.003,NA,21029940,2010-11-30
Elsevier,10.1016/S0889-8561(10)00094-9,NA,NA,2010-11-30
Elsevier,10.1016/j.iac.2015.12.001,NA,27083098,2016-05-31
Elsevier,10.1016/j.iac.2019.03.007,NA,31284928,2019-08-31
Elsevier,10.1016/j.hoc.2006.11.002,NA,17258124,2007-02-28
Elsevier,10.1016/j.hoc.2006.11.006,NA,17258127,2007-02-28
Elsevier,10.1016/j.reprotox.2005.06.005,NA,16122903,2006-01-31
Elsevier,10.1016/j.reprotox.2015.01.005,NA,25617809,2015-04-30
Elsevier,10.1016/j.reprotox.2017.08.009,NA,28822827,2017-10-31
Elsevier,10.1016/j.bar.2004.03.005,NA,NA,2004-09-30
Elsevier,10.1006/mcpr.2001.0364,NA,11513558,2001-08-31
Elsevier,10.1016/j.mcp.2003.09.005,NA,15051115,2004-04-30
Elsevier,10.1016/j.mcp.2004.05.007,NA,15488375,2004-12-31
Elsevier,10.1016/j.mcp.2006.08.001,NA,17014984,2007-02-28
Elsevier,10.1016/j.mcp.2006.08.007,NA,17045779,2007-04-30
Elsevier,10.1016/j.mcp.2008.12.001,NA,NA,2009-04-30
Elsevier,10.1016/j.mcp.2009.10.001,NA,NA,2010-04-30
Elsevier,10.1016/j.mcp.2010.08.003,NA,20732411,2010-12-31
Elsevier,10.1016/j.mcp.2011.03.001,NA,21419844,2011-06-30
Elsevier,10.1016/j.mcp.2011.11.003,NA,22119481,2012-02-29
Elsevier,10.1016/j.mcp.2015.07.005,NA,26188129,2015-12-31
Elsevier,10.1016/j.mcp.2015.08.006,NA,26334289,2015-12-31
Elsevier,10.1016/j.mcp.2015.09.001,NA,26365228,2015-12-31
Elsevier,10.1016/j.mcp.2017.02.007,NA,28254505,2017-06-30
Elsevier,10.1016/j.mcp.2017.06.005,NA,28652020,2017-10-31
Elsevier,10.1016/j.mcp.2017.12.003,NA,29288049,2018-04-30
Elsevier,10.1016/j.mcp.2018.04.004,NA,29705183,2018-06-30
Elsevier,10.1016/j.mcp.2018.02.004,NA,29499233,2018-04-30
Elsevier,10.1016/j.mcp.2018.08.004,NA,30138696,2018-10-31
Elsevier,10.1016/j.mcp.2018.10.004,NA,30394299,2018-12-31
Elsevier,10.1016/j.mcp.2018.12.004,NA,30576786,2019-02-28
Elsevier,10.1016/j.mcp.2019.101434,NA,31401295,2019-10-31
Elsevier,10.1016/j.mcp.2019.101435,NA,31415867,2019-10-31
Elsevier,10.1016/j.mcp.2019.101446,NA,31520715,2019-12-31
Elsevier,10.1016/j.mcp.2019.101495,NA,31846702,2020-02-29
Elsevier,10.1006/mcpr.1994.1052,NA,NA,1994-10-31
Elsevier,10.1016/S0890-8508(95)91082-4,NA,NA,1995-02-28
Elsevier,10.1006/mcpr.1997.0114,NA,9281413,1997-08-31
Elsevier,10.1006/mcpr.1998.0204,NA,NA,1999-02-28
Elsevier,10.1016/j.jchemneu.2015.10.002,NA,26562782,2015-12-31
Elsevier,10.1016/j.pedhc.2003.08.008,NA,NA,2004-01-31
Elsevier,10.1016/j.pedhc.2014.08.013,NA,25441970,2014-12-31
Elsevier,10.1016/S0891-5520(03)00098-9,NA,15081512,2004-03-31
Elsevier,10.1016/S0891-5520(03)00099-0,NA,15081500,2004-03-31
Elsevier,10.1016/S0891-5520(03)00100-4,NA,15081502,2004-03-31
Elsevier,10.1016/j.idc.2004.07.001,NA,15555832,2004-12-31
Elsevier,10.1016/j.idc.2004.07.002,NA,15555827,2004-12-31
Elsevier,10.1016/j.idc.2004.07.010,NA,15555834,2004-12-31
Elsevier,10.1016/j.idc.2004.07.011,NA,15555836,2004-12-31
Elsevier,10.1016/j.idc.2004.08.002,NA,15555826,2004-12-31
Elsevier,10.1016/j.idc.2004.08.003,NA,15555823,2004-12-31
Elsevier,10.1016/j.idc.2004.08.004,NA,15555828,2004-12-31
Elsevier,10.1016/j.idc.2004.10.001,NA,15701547,2005-03-31
Elsevier,10.1016/S0891-5520(04)00129-1,NA,NA,2004-12-31
Elsevier,10.1016/j.idc.2004.11.003,NA,15701543,2005-03-31
Elsevier,10.1016/S0891-5520(05)00017-6,NA,NA,2005-03-31
Elsevier,10.1016/j.idc.2005.05.010,NA,16102655,2005-09-30
Elsevier,10.1016/j.idc.2005.06.002,NA,NA,2005-09-30
Elsevier,10.1016/S0891-5520(05)00084-X,NA,NA,2005-09-30
Elsevier,10.1016/S0891-5520(05)00086-3,NA,NA,2005-09-30
Elsevier,10.1016/S0891-5520(05)00104-2,NA,NA,2005-12-31
Elsevier,10.1016/S0891-5520(05)70108-2,NA,10579108,1999-12-01
Elsevier,10.1016/S0891-5520(05)70185-9,NA,11780266,2001-12-01
Elsevier,10.1016/S0891-5520(05)70204-X,NA,9779384,1998-09-01
Elsevier,10.1016/S0891-5520(05)70360-3,NA,9187951,1997-06-01
Elsevier,10.1016/j.idc.2006.02.001,NA,16762743,2006-06-30
Elsevier,10.1016/j.idc.2006.03.003,NA,16762745,2006-06-30
Elsevier,10.1016/j.idc.2006.03.008,NA,16762746,2006-06-30
Elsevier,10.1016/S0891-5520(06)00050-X,NA,NA,2006-06-30
Elsevier,10.1016/j.idc.2007.03.001,NA,17561078,2007-06-30
Elsevier,10.1016/j.idc.2007.03.012,NA,17561072,2007-06-30
Elsevier,10.1016/j.idc.2007.06.006,NA,17826618,2007-09-30
Elsevier,10.1016/j.idc.2007.08.009,NA,18061085,2007-12-31
Elsevier,10.1016/j.idc.2007.10.003,NA,18295683,2008-03-31
Elsevier,10.1016/j.idc.2007.12.003,NA,18295687,2008-03-31
Elsevier,10.1016/S0891-5520(08)00077-9,NA,NA,2008-12-31
Elsevier,10.1016/S0891-5520(08)00079-2,NA,NA,2008-12-31
Elsevier,10.1016/j.idc.2009.10.001,NA,20171553,2010-03-31
Elsevier,10.1016/j.idc.2009.10.005,NA,20171552,2010-03-31
Elsevier,10.1016/j.idc.2009.10.008,NA,20171550,2010-03-31
Elsevier,10.1016/j.idc.2009.10.014,NA,20171547,2010-03-31
Elsevier,10.1016/S0891-5520(09)00110-X,NA,NA,2010-03-31
Elsevier,10.1016/j.idc.2010.01.007,NA,20466276,2010-06-30
Elsevier,10.1016/j.idc.2010.04.001,NA,20674794,2010-09-30
Elsevier,10.1016/j.idc.2010.04.005,NA,20674791,2010-09-30
Elsevier,10.1016/j.idc.2010.04.006,NA,20674804,2010-09-30
Elsevier,10.1016/j.idc.2010.04.009,NA,20674795,2010-09-30
Elsevier,10.1016/j.idc.2010.04.013,NA,20674797,2010-09-30
Elsevier,10.1016/j.idc.2010.04.014,NA,20674790,2010-09-30
Elsevier,10.1016/S0891-5520(10)00049-8,NA,NA,2010-09-30
Elsevier,10.1016/S0891-5520(10)00051-6,NA,NA,2010-09-30
Elsevier,10.1016/j.idc.2010.08.002,NA,20937464,2010-12-31
Elsevier,10.1016/j.idc.2011.02.010,NA,21628051,2011-06-30
Elsevier,10.1016/j.idc.2011.02.013,NA,21628050,2011-06-30
Elsevier,10.1016/j.idc.2011.02.014,NA,21628057,2011-06-30
Elsevier,10.1016/j.idc.2011.05.002,NA,21896354,2011-09-30
Elsevier,10.1016/j.idc.2011.05.003,NA,21896360,2011-09-30
Elsevier,10.1016/j.idc.2011.05.004,NA,21896362,2011-09-30
Elsevier,10.1016/j.idc.2011.05.005,NA,21896357,2011-09-30
Elsevier,10.1016/j.idc.2011.05.008,NA,21896363,2011-09-30
Elsevier,10.1016/j.idc.2011.07.008,NA,22054758,2011-12-31
Elsevier,10.1016/j.idc.2012.02.007,NA,22632634,2012-06-30
Elsevier,10.1016/j.idc.2012.02.008,NA,22632636,2012-06-30
Elsevier,10.1016/j.idc.2012.11.012,NA,23398865,2013-03-31
Elsevier,10.1016/S0891-5520(13)00009-3,NA,NA,2013-03-31
Elsevier,10.1016/j.idc.2013.05.005,NA,24011827,2013-09-30
Elsevier,10.1016/j.idc.2013.05.009,NA,24011835,2013-09-30
Elsevier,10.1016/j.idc.2016.04.002,NA,27515140,2016-09-30
Elsevier,10.1016/j.idc.2016.04.003,NA,27515142,2016-09-30
Elsevier,10.1016/j.idc.2016.04.005,NA,27515144,2016-09-30
Elsevier,10.1016/j.idc.2016.04.008,NA,27515145,2016-09-30
Elsevier,10.1016/j.idc.2016.04.010,NA,27515141,2016-09-30
Elsevier,10.1016/j.idc.2016.07.004,NA,27816139,2016-12-31
Elsevier,10.1016/j.idc.2016.10.009,NA,28159171,2017-03-31
Elsevier,10.1016/j.idc.2017.07.001,NA,28779835,2017-09-30
Elsevier,10.1016/j.idc.2017.07.015,NA,28916385,2017-12-31
Elsevier,10.1016/S0891-5520(17)30083-1,NA,NA,2017-12-31
Elsevier,10.1016/j.idc.2017.10.001,NA,29406977,2018-03-31
Elsevier,10.1016/j.idc.2017.10.009,NA,29406974,2018-03-31
Elsevier,10.1016/j.idc.2017.11.006,NA,29269192,2018-03-31
Elsevier,10.1016/j.idc.2018.10.011,NA,30712755,2019-03-31
Elsevier,10.1016/j.idc.2019.02.004,NA,30940462,2019-06-30
Elsevier,10.1016/j.idc.2019.07.001,NA,31668196,2019-12-31
Elsevier,10.1016/j.idc.2019.08.001,NA,31668197,2019-12-31
Elsevier,10.1016/j.idc.2019.09.001,NA,31668202,2019-12-31
Elsevier,10.1016/S0891-5520(19)30074-1,NA,NA,2019-12-31
Elsevier,10.1016/j.idc.2019.10.006,NA,31836331,2020-03-31
Elsevier,10.1016/S0891-5849(01)00827-9,NA,11909693,2002-04-01
Elsevier,10.1016/S0891-5849(04)00783-X,NA,NA,2004-11-24
Elsevier,10.1016/j.freeradbiomed.2006.01.037,NA,NA,2006-07-01
Elsevier,10.1016/j.freeradbiomed.2006.08.011,NA,17045921,2006-11-15
Elsevier,10.1016/j.freeradbiomed.2009.12.013,NA,20035861,2010-03-01
Elsevier,10.1016/j.freeradbiomed.2014.12.016,NA,25542137,2015-03-31
Elsevier,10.1016/j.freeradbiomed.2019.08.031,NA,31525455,2020-03-31
Elsevier,10.1016/j.cpm.2005.07.002,NA,16213385,2005-10-31
Elsevier,10.1016/j.jvoice.2006.09.012,NA,17134876,2008-05-31
Elsevier,10.1016/S0895-3988(08)60060-4,NA,19133613,2008-10-31
Elsevier,10.1016/S0895-3988(10)60008-6,NA,NA,2009-12-31
Elsevier,10.3967/bes2014.110,NA,25374017,2014-11-30
Elsevier,10.3967/bes2015.038,NA,25966753,2015-04-30
Elsevier,10.3967/bes2016.027,NA,27109133,2016-03-31
Elsevier,10.3967/bes2016.034,NA,27241737,2016-04-30
Elsevier,10.3967/bes2016.039,NA,27241742,2016-04-30
Elsevier,10.3967/bes2017.003,NA,28245896,2017-01-31
Elsevier,10.3967/bes2017.027,NA,28427490,2017-03-31
Elsevier,10.3967/bes2018.016,NA,29606192,2018-02-28
Elsevier,10.3967/bes2018.035,NA,29773090,2018-04-30
Elsevier,10.3967/bes2018.115,NA,30636656,2018-12-31
Elsevier,10.3967/bes2019.058,NA,31262389,2019-06-30
Elsevier,10.3967/bes2019.060,NA,31262391,2019-06-30
Elsevier,10.1016/S0895-4356(03)00171-9,NA,14680673,2003-12-31
Elsevier,10.1016/j.jclinepi.2004.11.019,NA,15878475,2005-06-30
Elsevier,10.1016/j.jclinepi.2006.06.006,NA,16895808,2006-09-30
Elsevier,10.1016/j.jclinepi.2015.12.010,NA,26854419,2016-07-31
Elsevier,10.1016/j.jclinepi.2016.06.001,NA,27324598,2016-07-31
Elsevier,10.1016/j.jclinepi.2016.08.010,NA,27591906,2017-02-28
Elsevier,10.1016/j.compmedimag.2004.09.003,NA,NA,2005-04-30
Elsevier,10.1016/j.compmedimag.2004.09.005,NA,NA,2005-04-30
Elsevier,10.1016/j.amjhyper.2004.02.022,NA,15233982,2004-07-31
Elsevier,10.1016/j.mcm.2005.01.007,NA,NA,2004-12-31
Elsevier,10.1016/j.mcm.2007.04.003,NA,NA,2008-01-31
Elsevier,10.1016/j.mcm.2009.04.021,NA,NA,2009-08-31
Elsevier,10.1016/j.mcm.2009.07.014,NA,NA,2009-11-30
Elsevier,10.1016/S0896-8411(02)00091-4,NA,12604310,2003-02-28
Elsevier,10.1016/S0896-8411(03)00138-0,NA,14624755,2003-12-31
Elsevier,10.1016/j.jaut.2004.05.006,NA,15324930,2004-09-30
Elsevier,10.1016/j.jaut.2006.02.003,NA,16584867,2006-05-31
Elsevier,10.1016/j.jaut.2006.09.003,NA,17081731,2006-11-30
Elsevier,10.1016/j.jaut.2010.05.001,NA,20732843,2010-09-30
Elsevier,10.1016/j.jaut.2016.02.006,NA,NA,2016-04-30
Elsevier,10.1016/j.apnr.2006.08.007,NA,17996803,2007-11-30
Elsevier,10.1016/j.apnr.2017.06.004,NA,NA,2017-10-31
Elsevier,10.1016/j.camwa.2015.12.044,NA,NA,2016-06-30
Elsevier,10.1016/j.cellsig.2007.12.018,NA,18258415,2008-07-31
Elsevier,10.1016/j.cellsig.2010.03.018,NA,20363321,2010-10-31
Elsevier,10.1016/j.cellsig.2011.06.005,NA,21689744,2011-10-31
Elsevier,10.1016/j.cellsig.2019.03.024,NA,30951861,2019-08-31
Elsevier,10.1016/j.cellsig.2020.109552,NA,32032660,2020-05-31
Elsevier,10.1016/j.ccell.2005.07.001,NA,16344214,2005-12-31
Elsevier,10.1016/j.ccell.2006.10.009,NA,17338956,2007-03-31
Elsevier,10.1016/j.ccell.2007.10.008,NA,18206590,2008-03-31
Elsevier,10.1016/j.ccell.2010.09.003,NA,21095551,2010-12-31
Elsevier,10.1016/j.ccell.2011.08.001,NA,22054825,2011-09-30
Elsevier,10.1016/j.cnc.2016.09.002,NA,28160960,2017-03-31
Elsevier,10.1016/j.clinimag.2005.12.021,NA,NA,2006-04-30
Elsevier,10.1016/j.nut.2007.12.006,NA,18262391,2008-04-30
Elsevier,10.1016/j.nut.2009.09.015,NA,20005468,2010-01-31
Elsevier,10.1016/S0899-9007(98)00108-7,NA,9834928,1998-12-31
Elsevier,10.1016/j.ijom.2010.02.024,NA,20418062,2010-06-30
Elsevier,10.1016/S0915-6992(03)80013-4,NA,NA,2003-06-30
Elsevier,10.1016/S0920-9964(14)70048-9,NA,NA,2014-04-30
Elsevier,10.1016/S0920-9964(14)70049-0,NA,NA,2014-04-30
Elsevier,10.1016/S0920-9964(14)70050-7,NA,NA,2014-04-30
Elsevier,10.1016/S0920-9964(14)70051-9,NA,NA,2014-04-30
Elsevier,10.1016/j.resconrec.2018.01.007,NA,NA,2018-04-30
Elsevier,10.1016/S0921-4488(03)00255-4,NA,NA,2004-04-30
Elsevier,10.1016/j.smallrumres.2005.07.012,NA,NA,2006-02-28
Elsevier,10.1016/j.smallrumres.2005.07.011,NA,NA,2006-02-28
Elsevier,10.1016/j.smallrumres.2006.04.004,NA,NA,2007-07-31
Elsevier,10.1016/j.smallrumres.2008.01.005,NA,NA,2008-05-31
Elsevier,10.1016/j.smallrumres.2011.10.023,NA,NA,2012-03-31
Elsevier,10.1016/j.smallrumres.2015.10.019,NA,NA,2015-12-31
Elsevier,10.1016/j.smallrumres.2016.02.010,NA,NA,2016-09-30
Elsevier,10.1016/j.smallrumres.2016.06.006,NA,NA,2016-08-31
Elsevier,10.1016/j.smallrumres.2019.09.021,NA,NA,2019-11-30
Elsevier,10.1016/j.physb.2004.11.015,NA,NA,2005-02-28
Elsevier,10.1016/j.ecolecon.2008.05.017,NA,NA,2008-12-01
Elsevier,10.1016/j.japwor.2017.10.002,NA,NA,2017-09-30
Elsevier,10.1016/S0923-2494(93)80063-5,NA,NA,1993-12-31
Elsevier,10.1016/S0923-2494(94)80073-1,NA,7754201,1994-12-31
Elsevier,10.1016/S0923-2494(94)80181-9,NA,7991942,1994-12-31
Elsevier,10.1016/S0923-2494(97)80866-8,NA,9300531,1997-05-31
Elsevier,10.1016/S0923-2494(98)80156-9,NA,NA,1997-12-31
Elsevier,10.1016/S0923-2494(98)80157-0,NA,NA,1997-12-31
Elsevier,10.1016/S0923-2494(98)80158-2,NA,NA,1997-12-31
Elsevier,10.1016/j.resmic.2014.01.003,NA,24486597,2014-03-31
Elsevier,10.1016/S0923-2516(06)80059-2,NA,8140287,1993-12-31
Elsevier,10.1016/S0923-2516(06)80066-X,NA,NA,1992-12-31
Elsevier,10.1016/S0923-2516(06)80067-1,NA,NA,1992-12-31
Elsevier,10.1016/S0923-2516(06)80068-3,NA,NA,1992-12-31
Elsevier,10.1016/S0923-2516(06)80111-1,NA,1329165,1992-12-31
Elsevier,10.1016/S0923-2516(06)80112-3,NA,1329166,1992-12-31
Elsevier,10.1016/S0923-2516(07)80034-3,NA,7839007,1994-12-31
Elsevier,10.1016/S0923-2516(97)85127-8,NA,8958588,1996-12-31
Elsevier,10.1016/S0923-2532(03)00065-6,NA,NA,2003-09-30
Elsevier,10.1016/j.immbio.2006.11.002,NA,NA,2007-04-30
Elsevier,10.1016/j.immbio.2006.11.003,NA,NA,2007-02-28
Elsevier,10.1016/j.immbio.2008.07.016,NA,NA,2008-10-31
Elsevier,10.1016/j.immbio.2010.09.004,NA,NA,2010-12-31
Elsevier,10.1016/j.image.2004.07.001,NA,NA,2004-11-30
Elsevier,10.1093/annonc/mdp537,NA,19940013,2010-02-28
Elsevier,10.1016/j.tifs.2009.02.004,NA,NA,2009-05-31
Elsevier,10.1016/j.tifs.2009.04.005,NA,NA,2009-08-31
Elsevier,10.1016/j.tifs.2010.07.001,NA,NA,2010-09-30
Elsevier,10.1016/j.tifs.2011.05.008,NA,NA,2011-11-30
Elsevier,10.1016/j.tifs.2019.07.038,NA,NA,2019-09-30
Elsevier,10.1016/j.tifs.2018.07.008,NA,NA,2018-07-27
Elsevier,10.1016/j.isprsjprs.2019.05.002,NA,NA,2019-07-31
Elsevier,10.1016/S0924-4204(02)85002-8,NA,NA,2002-12-31
Elsevier,10.1016/S0924-4204(97)85202-X,NA,NA,1996-12-31
Elsevier,10.1016/S0924-8579(01)00342-9,NA,11463521,2001-07-31
Elsevier,10.1016/S0924-8579(02)00033-X,NA,NA,2002-05-31
